gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
SAMHD1	659.3122	SAMHD1	1368.1952
SAMM50	724.0783	SAMM50	936.7201
SAMSN1	88.0649	SAMSN1	87.344
SAP130	918.7401	SAP130	504.4563
SAP18	2466.8643	SAP18	2273.6185
SAP30BP	1040.004	SAP30BP	975.0446
SAP30L	884.8421	SAP30L	1516.934
SAP30	132.4467	SAP30	144.8307
SAPS1	2468.6116	SAPS1	1247.7718
SAPS2	874.3582	SAPS2	1187.1658
SAPS3	3275.8728	SAPS3	2356.5062
SAR1A	3210.5231	SAR1A	2706.7736
SAR1B	821.9386	SAR1B	445.6328
SARDH	86.3175	SARDH	67.2906
SARM1	119.1357	SARM1	503.3244
SARNP	1057.1417	SARNP	500.6016
SARS2	366.5874	SARS2	228.164
SARS	2507.4021	SARS	2359.6257
SART1	1572.5867	SART1	1267.8253
SART3	1633.0439	SART3	1247.7718
SASH1	2111.1102	SASH1	4359.6257
SASH3	183.4684	SASH3	278.9661
SASS6	209.3288	SASS6	124.3316
SAT1	3440.4702	SAT1	2957.6649
SAT2	459.5448	SAT2	738.8592
SATB1	590.9431	SATB1	989.3048
SATB2	81.0756	SATB2	89.5722
SATL1	18.5216	SATL1	23.6185
SAV1	751.347	SAV1	1534.7594
SBDSP1	525.5934	SBDSP1	561.4973
SBDS	1467.0486	SBDS	3014.7059
SBF1	1027.0738	SBF1	1748.6631
SBF2	1345.5785	SBF2	1370.2897
SBK1	1108.8483	SBK1	284.7594
SBNO1	781.0514	SBNO1	737.9679
SBNO2	1609.6298	SBNO2	1315.9537
SC4MOL	660.8359	SC4MOL	482.1747
SC5DL	431.9371	SC5DL	1002.6738
SC65	1077.3966	SC65	288.3244
SCAF1	1938.8246	SCAF1	1166.6667
SCAI	253.7106	SCAI	320.41
SCAMP1	1373.3924	SCAMP1	1314.6168
SCAMP2	2068.1262	SCAMP2	2295.4545
SCAMP3	4242.8388	SCAMP3	799.4652
SCAMP4	1405.8925	SCAMP4	1528.5205
SCAMP5	274.6785	SCAMP5	188.5027
SCAND1	468.9803	SCAND1	356.9519
SCAND2	327.098	SCAND2	328.4314
removed	removed	SCAND3	88.6809
SCAPER	172.2856	SCAPER	369.4296
SCAP	1578.6673	SCAP	2050.1114
SCARA3	298.442	SCARA3	1327.9857
removed	removed	SCARA5	1006.6845
SCARB1	1826.2973	SCARB1	1697.861
SCARB2	12805.748	SCARB2	6323.975
SCARF1	148.8715	SCARF1	305.2585
SCARF2	501.4804	SCARF2	151.9608
SCARNA17	5.9409	SCARNA17	6.6845
removed	removed	SCARNA9	7.5758
SCCPDH	2752.0267	SCCPDH	928.6988
SCD5	417.6091	SCD5	336.4528
SCD	8915.8675	SCD	1847.5936
SCFD1	1403.0968	SCFD1	865.4189
SCFD2	290.4043	SCFD2	398.8414
SCG2	63.6024	removed	removed
SCG5	43.683	SCG5	48.574
SCGB1D2	33.898	SCGB1D2	5938.5027
SCGB2A1	13.6291	SCGB2A1	168.4492
SCGB2A2	188.7104	SCGB2A2	27394.8307
SCGB3A1	88.0649	SCGB3A1	624.3316
removed	removed	SCGBL	8.0214
removed	removed	SCGN	12.9234
SCHIP1	235.5001	SCHIP1	298.574
SCIN	344.5712	SCIN	63.2799
SCLT1	113.5757	SCLT1	145.2763
SCLY	275.8911	SCLY	187.1658
SCMH1	1229.4133	SCMH1	1180.0357
SCML1	65.0002	SCML1	153.2977
SCML2	25.1614	SCML2	48.1283
removed	removed	SCML4	36.9875
SCN11A	7.6882	SCN11A	11.5865
SCN1B	427.3941	SCN1B	125.6684
SCN2A	12.9302	SCN2A	95.3654
SCN2B	49.6238	SCN2B	164.8841
removed	removed	SCN3A	52.139
removed	removed	SCN3B	105.1693
removed	removed	SCN4A	493.3155
SCN4B	89.8122	SCN4B	810.6061
removed	removed	SCN5A	65.9537
removed	removed	SCN7A	139.9287
SCN8A	13.2796	SCN8A	42.7807
SCN9A	13.6291	SCN9A	57.4866
SCNM1	280.2699	SCNM1	264.7059
SCNN1A	3385.2549	SCNN1A	1700.5348
SCNN1B	597.5829	SCNN1B	495.5437
SCNN1D	17.8226	SCNN1D	44.1176
SCNN1G	755.1911	SCNN1G	101.1586
SCO1	356.1035	SCO1	363.6364
SCO2	372.5283	SCO2	294.5633
SCOC	1003.3103	SCOC	1277.6292
SCP2	3209.4747	SCP2	2745.9893
SCPEP1	1658.9042	SCPEP1	3431.3725
removed	removed	SCRG1	8.0214
SCRIB	1638.2858	SCRIB	1436.2745
SCRN1	1367.4515	SCRN1	1727.2727
SCRN2	153.4146	SCRN2	841.3547
SCRN3	352.6089	SCRN3	293.2264
SCT	53.1185	removed	removed
SCUBE1	232.3934	SCUBE1	409.0909
SCUBE2	4883.0563	SCUBE2	3580.2139
SCUBE3	868.0678	SCUBE3	8.467
SCYL1	3402.466	SCYL1	1477.2727
SCYL2	1577.1297	SCYL2	930.4813
SCYL3	191.6529	SCYL3	458.262
SDAD1	2285.8421	SDAD1	1059.2692
SDC1	16453.1007	SDC1	3351.6043
SDC2	4155.8224	SDC2	1946.5241
SDC3	2318.6917	SDC3	2828.877
SDC4	4689.8029	SDC4	7377.8966
SDCBP2	124.0456	SDCBP2	50.1783
SDCBP	2929.9037	SDCBP	3920.2317
SDCCAG1	973.2564	SDCCAG1	992.4242
SDCCAG3	651.0509	SDCCAG3	498.6631
SDCCAG8	348.0658	SDCCAG8	558.3779
SDF2L1	318.3614	SDF2L1	175.1337
SDF2	1108.1494	SDF2	683.6007
SDF4	2407.8049	SDF4	2170.2317
SDHAF1	208.2804	SDHAF1	160.8734
SDHAF2	793.6321	SDHAF2	503.5651
SDHAP1	121.6134	SDHAP1	236.631
SDHAP2	81.0756	SDHAP2	149.287
SDHAP3	55.2153	SDHAP3	96.7023
SDHA	1960.8408	SDHA	2087.7897
SDHB	819.8419	SDHB	930.0357
SDHC	4685.2599	SDHC	1402.852
SDHD	839.0624	SDHD	1483.9572
SDK1	740.8631	SDK1	438.5027
SDK2	283.7645	SDK2	490.1961
SDPR	52.4196	SDPR	1762.0321
SDR16C5	100.2961	SDR16C5	150.6239
SDR39U1	567.4207	SDR39U1	496.9118
SDR42E1	236.2375	SDR42E1	191.1765
SDSL	242.1783	SDSL	173.3512
SDS	169.8394	SDS	36.5419
SEC11A	4229.2097	SEC11A	2028.0749
SEC11C	1316.0803	SEC11C	718.8057
SEC13	2700.306	SEC13	1366.3102
SEC14L1	1698.7431	SEC14L1	2430.0357
SEC14L2	287.675	SEC14L2	982.1881
SEC14L5	6.6398	SEC14L5	12.9234
SEC16A	7383.4691	SEC16A	3233.066
SEC16B	46.1711	SEC16B	344.8396
SEC1	7.3387	SEC1	7.2059
SEC22A	425.2973	SEC22A	271.836
SEC22B	2335.4659	SEC22B	1202.7629
SEC22C	450.1093	SEC22C	668.0036
SEC23A	1083.3375	SEC23A	1117.2014
SEC23B	1340.8922	SEC23B	1540.107
SEC23IP	10315.4696	SEC23IP	1016.4884
SEC24A	1142.0474	SEC24A	793.2264
SEC24B	738.7663	SEC24B	1346.7023
SEC24C	4808.97	SEC24C	2619.8752
SEC24D	2090.1424	SEC24D	883.2442
SEC31A	5021.444	SEC31A	4074.2068
SEC31B	26.6606	SEC31B	228.6319
SEC61A1	13283.8423	SEC61A1	6037.8209
SEC61A2	243.6111	SEC61A2	89.6836
SEC61B	1664.4956	SEC61B	856.9519
SEC61G	1198.311	SEC61G	455.4367
SEC62	3212.6198	SEC62	3795.0089
SEC63	4089.7737	SEC63	2593.5829
SECISBP2L	533.9805	SECISBP2L	1676.9162
SECISBP2	1170.3539	SECISBP2	1049.4652
SECTM1	870.8636	SECTM1	270.9447
SEH1L	934.8154	SEH1L	710.3387
SEL1L3	561.2387	SEL1L3	470.1426
SEL1L	4946.6587	SEL1L	3506.6845
SELENBP1	2261.0302	SELENBP1	2688.9483
SELE	13.6291	SELE	913.5472
SELK	315.5657	SELK	423.7968
SELL	42.2851	SELL	76.2032
SELM	1242.6929	SELM	605.1693
SELO	174.3824	SELO	292.3351
SELPLG	498.3352	SELPLG	422.4599
SELP	8.0377	SELP	558.3779
SELS	1440.4894	SELS	785.205
SELT	1960.1419	SELT	1326.2032
SEMA3A	18.5216	SEMA3A	81.9964
SEMA3B	131.7478	SEMA3B	458.5561
SEMA3C	3831.8695	SEMA3C	3399.7326
SEMA3D	52.769	SEMA3D	390.3743
SEMA3E	113.2262	SEMA3E	576.6488
SEMA3F	2262.0786	SEMA3F	1186.2745
SEMA3G	168.092	SEMA3G	3568.1818
SEMA4A	256.5064	SEMA4A	462.1212
SEMA4B	7464.5447	SEMA4B	1464.795
SEMA4C	1316.0803	SEMA4C	944.2959
SEMA4D	769.5191	SEMA4D	579.3226
SEMA4F	606.3195	SEMA4F	297.6827
SEMA4G	139.3102	SEMA4G	104.8173
removed	removed	SEMA5A	2550.3565
SEMA5B	58.3604	SEMA5B	14.2602
SEMA6A	170.1888	SEMA6A	975.0446
SEMA6B	257.2053	SEMA6B	453.6542
SEMA6C	129.651	SEMA6C	274.5098
SEMA6D	68.1454	SEMA6D	237.9679
SEMA7A	177.5276	SEMA7A	48.574
SENP1	616.454	SENP1	433.1551
SENP2	665.3789	SENP2	839.5722
SENP3	582.3184	SENP3	854.5499
SENP5	593.7388	SENP5	651.5152
SENP6	1782.2649	SENP6	1926.9162
SENP7	272.5817	SENP7	450.5348
SENP8	41.5862	SENP8	70.41
SEP15	2235.8688	SEP15	2300.3565
SEPHS1	1585.5168	SEPHS1	956.7736
SEPHS2	3477.1639	SEPHS2	1806.5954
SEPN1	4839.7228	SEPN1	3049.0196
SEPP1	6211.5077	SEPP1	10747.4198
SEPSECS	223.6568	SEPSECS	312.8342
SEPT10	726.1856	SEPT10	1885.918
SEPT11	2907.538	SEPT11	2274.0642
SEPT1	31.8012	SEPT1	68.1818
SEPT2	10205.3886	SEPT2	8313.7255
SEPT3	318.3614	SEPT3	146.1676
SEPT4	326.7486	SEPT4	548.1283
SEPT5	561.5882	SEPT5	426.9162
SEPT6	682.8521	SEPT6	614.082
SEPT7P2	100.2961	SEPT7P2	191.6221
SEPT7	3406.9217	SEPT7	2875.6684
SEPT8	1962.9167	SEPT8	1677.451
SEPT9	6177.4699	SEPT9	4574.8663
SEPW1	3785.3908	SEPW1	2543.2264
SEPX1	1203.9025	SEPX1	327.9857
SERAC1	247.4203	SERAC1	195.6328
SERBP1	5460.7198	SERBP1	5999.5544
SERF1A	681.8037	SERF1A	450.9804
SERF2	7040.6418	SERF2	4893.4403
SERGEF	469.6792	SERGEF	276.2923
SERHL2	24.127	SERHL2	605.0401
SERHL	124.7585	SERHL	418.4492
SERINC1	4937.9221	SERINC1	7326.2032
SERINC2	1302.8007	SERINC2	1877.451
SERINC3	2411.2996	SERINC3	2694.7415
removed	removed	SERINC4	10.303
SERINC5	347.3669	SERINC5	261.1408
SERP1	3820.8789	SERP1	3585.4902
SERP2	48.5755	SERP2	57.9323
SERPINA11	237.9848	SERPINA11	22.7273
SERPINA12	6.2903	removed	removed
SERPINA1	1102.558	SERPINA1	1896.6132
SERPINA3	19775.1026	SERPINA3	4797.2371
SERPINA4	6.9893	removed	removed
SERPINA5	1452.0217	SERPINA5	346.2567
SERPINA6	33.898	SERPINA6	28.5205
SERPINA9	7.3387	removed	removed
SERPINB1	707.664	SERPINB1	774.9554
SERPINB2	7.6882	removed	removed
SERPINB5	291.8022	SERPINB5	1057.9323
SERPINB6	2572.4023	SERPINB6	1818.6275
SERPINB7	25.1614	SERPINB7	6.6845
SERPINB8	191.8556	SERPINB8	277.1836
SERPINB9	97.1509	SERPINB9	318.6275
SERPINE1	1395.758	SERPINE1	1199.1979
SERPINE2	814.2504	SERPINE2	231.7291
SERPINF1	4918.7016	SERPINF1	5511.5865
SERPINF2	22.0162	SERPINF2	160.8734
SERPING1	5337.0097	SERPING1	11077.0945
SERPINH1	10985.3915	SERPINH1	3125.6684
SERPINI1	294.5979	SERPINI1	184.0463
SERTAD1	373.5767	SERTAD1	1001.7825
SERTAD2	1265.0586	SERTAD2	1207.6649
SERTAD3	1142.0474	SERTAD3	868.0927
SERTAD4	220.5116	SERTAD4	331.5508
SESN1	617.8518	SESN1	836.8984
SESN2	628.3357	SESN2	451.8717
SESN3	338.6303	SESN3	211.2299
SESTD1	1947.5612	SESTD1	1883.2442
SETBP1	476.6685	SETBP1	1025.4011
SETD1A	892.5303	SETD1A	959.893
SETD1B	892.5303	SETD1B	946.0784
SETD2	1421.2689	SETD2	2519.6078
SETD3	962.7725	SETD3	1532.9768
SETD4	311.3722	SETD4	307.4866
SETD5	2840.7905	SETD5	2575.7576
SETD6	193.6029	SETD6	332.9947
SETD7	1453.769	SETD7	3807.4866
SETD8	870.5141	SETD8	681.3725
SETDB1	448.3619	SETDB1	891.7112
SETDB2	282.7161	SETDB2	436.7201
SETMAR	257.9042	SETMAR	548.574
SETX	2470.0095	SETX	2877.0053
SET	7421.5607	SET	5493.3155
SEZ6L2	376.0229	SEZ6L2	721.9251
SEZ6L	8.7366	removed	removed
SF1	4584.2649	SF1	5429.1444
SF3A1	2115.2898	SF3A1	3446.9207
SF3A2	793.6321	SF3A2	937.1658
SF3A3	1766.8885	SF3A3	1694.7415
SF3B14	1260.5156	SF3B14	888.5918
SF3B1	7853.8473	SF3B1	7998.2175
SF3B2	5819.6191	SF3B2	4241.9786
SF3B3	3353.4537	SF3B3	2921.5686
SF3B4	1038.6061	SF3B4	1260.2496
SF3B5	1468.7959	SF3B5	995.098
SF4	983.3909	SF4	469.2513
SFI1	308.5765	SFI1	563.7255
SFMBT1	170.8878	SFMBT1	367.2014
SFMBT2	44.7314	SFMBT2	306.5954
SFN	881.5886	SFN	1014.1533
SFPQ	4711.4207	SFPQ	4134.9287
SFRP1	49.2744	SFRP1	16370.3209
SFRP2	10330.1471	SFRP2	1627.8966
SFRP4	994.5737	SFRP4	565.0624
SFRS11	2425.2781	SFRS11	2973.262
SFRS12IP1	567.1796	SFRS12IP1	519.1622
SFRS12	1440.4894	SFRS12	1559.2692
SFRS13A	1440.1399	SFRS13A	1619.8752
removed	removed	SFRS13B	32.9768
SFRS14	2794.0357	SFRS14	1597.5936
SFRS15	714.6533	SFRS15	883.2442
SFRS16	381.2649	SFRS16	528.5205
SFRS17A	681.1048	SFRS17A	965.2406
SFRS18	1030.5685	SFRS18	2519.6078
SFRS1	4857.895	SFRS1	3815.508
SFRS2B	718.4974	SFRS2B	1427.8075
SFRS2IP	2402.9124	SFRS2IP	3284.7594
SFRS2	2769.1364	SFRS2	2793.2442
SFRS3	5062.3312	SFRS3	5729.5009
SFRS4	1955.5989	SFRS4	2109.6257
SFRS5	1669.7376	SFRS5	7367.2014
SFRS6	2996.6513	SFRS6	5439.8396
SFRS7	2025.8411	SFRS7	2528.0749
SFRS8	977.45	SFRS8	947.861
SFRS9	2584.983	SFRS9	1467.9144
SFT2D1	576.9646	SFT2D1	397.9501
SFT2D2	46.4787	SFT2D2	77.0945
SFT2D3	358.2003	SFT2D3	282.5312
SFTA1P	21.3173	SFTA1P	8.9127
SFTPD	10.1344	SFTPD	17.3797
SFXN1	686.6962	SFXN1	324.8663
SFXN2	219.8127	SFXN2	196.0784
SFXN3	1441.8872	SFXN3	820.8556
SFXN4	929.224	SFXN4	370.3209
SFXN5	416.5607	SFXN5	165.7754
SGCB	1385.9731	SGCB	1303.0303
SGCD	408.5231	SGCD	409.9822
SGCE	496.5879	SGCE	1152.4064
removed	removed	SGCG	79.7683
SGEF	306.4797	SGEF	324.4207
SGIP1	143.6296	SGIP1	97.148
SGK196	16.4248	SGK196	31.1943
SGK1	523.1472	SGK1	2157.3084
SGK223	368.6842	SGK223	863.6364
SGK269	881.6969	SGK269	1496.4349
removed	removed	SGK2	124.7772
SGK3	231.6944	SGK3	3848.7968
SGK494	23.4141	SGK494	58.0214
SGMS1	880.998	SGMS1	611.4082
SGMS2	459.1953	SGMS2	818.4759
SGOL1	32.1507	SGOL1	9.8039
SGOL2	372.1788	SGOL2	101.6043
SGPL1	4844.9648	SGPL1	1990.1961
SGPP1	136.6403	SGPP1	357.8431
SGPP2	19.2205	SGPP2	16.4884
SGSH	827.1806	SGSH	749.5544
SGSM1	43.683	SGSM1	173.7968
SGSM2	836.6161	SGSM2	2125.2228
SGSM3	831.0247	SGSM3	1303.9216
SGTA	1333.204	SGTA	1400.1783
SGTB	213.061	SGTB	224.5989
SH2B1	645.8089	SH2B1	1350.2674
SH2B2	25.1614	SH2B2	25.4011
SH2B3	708.0135	SH2B3	836.0071
SH2D1A	6.9893	SH2D1A	6.2389
SH2D1B	6.2903	SH2D1B	6.2389
SH2D2A	19.9194	SH2D2A	32.5312
SH2D3A	285.8613	SH2D3A	375.2228
SH2D3C	361.3455	SH2D3C	487.5223
SH2D4A	322.9045	SH2D4A	204.5455
SH2D5	5.5914	removed	removed
SH3BGRL2	424.5984	SH3BGRL2	1131.016
SH3BGRL3	4282.3282	SH3BGRL3	1889.4831
SH3BGRL	5723.5165	SH3BGRL	3286.5285
SH3BGR	169.1404	SH3BGR	156.8627
SH3BP1	168.4345	SH3BP1	200.8645
SH3BP2	977.45	SH3BP2	1612.7451
SH3BP4	3933.214	SH3BP4	3247.7718
SH3BP5L	503.5772	SH3BP5L	730.3922
SH3BP5	6437.3381	SH3BP5	1833.1595
SH3D19	699.2769	SH3D19	3612.7451
removed	removed	SH3D20	12.0321
SH3GL1	1542.5328	SH3GL1	1184.0463
SH3GLB1	1614.8718	SH3GLB1	3235.7398
SH3GLB2	1019.0362	SH3GLB2	1235.2941
SH3KBP1	810.4063	SH3KBP1	1247.7718
SH3PXD2A	1564.549	SH3PXD2A	2076.6488
SH3PXD2B	2785.9247	SH3PXD2B	1796.3458
SH3RF1	817.0461	SH3RF1	619.4296
SH3RF2	91.21	SH3RF2	331.1052
SH3RF3	324.3023	SH3RF3	213.4581
SH3TC1	235.888	SH3TC1	172.0143
SH3TC2	10.8334	SH3TC2	119.4296
SH3YL1	449.4103	SH3YL1	661.7647
SHANK1	5.5914	removed	removed
SHANK2	1391.215	SHANK2	1445.6328
SHANK3	339.6787	SHANK3	1658.1996
SHARPIN	783.8471	SHARPIN	700.9804
SHB	843.9548	SHB	388.5918
SHC1	8772.5874	SHC1	2836.4528
SHC2	240.0816	SHC2	372.9947
removed	removed	SHC3	6.6845
SHC4	12.2312	SHC4	19.1622
SHCBP1	169.1404	SHCBP1	18.7166
SHE	128.9521	SHE	543.672
SHFM1	1724.9528	SHFM1	809.2692
SHF	120.565	SHF	114.5276
SHISA2	8512.2369	SHISA2	294.1176
removed	removed	SHISA3	26.2923
SHISA4	463.0394	SHISA4	167.1123
SHISA5	2927.108	SHISA5	2412.656
SHISA6	11.8818	SHISA6	20.0535
SHISA9	80.0272	SHISA9	94.9198
SHKBP1	1707.8291	SHKBP1	603.3868
SHMT1	639.5186	SHMT1	1251.3057
SHMT2	1895.8406	SHMT2	970.5882
SHOC2	1578.877	SHOC2	1126.5597
SHOX2	91.21	SHOX2	85.1159
SHPK	197.7965	SHPK	375.2228
SHPRH	326.0112	SHPRH	770.4456
SHQ1	405.0284	SHQ1	454.0998
SHROOM1	280.6194	SHROOM1	340.0178
SHROOM2	1086.4827	SHROOM2	217.4688
SHROOM3	4135.204	SHROOM3	3524.0642
SHROOM4	195.3502	SHROOM4	576.6488
SIAE	635.6745	SIAE	1015.1515
SIAH1	346.5597	SIAH1	488.7166
SIAH2	1481.3766	SIAH2	643.9394
SIDT1	870.8636	SIDT1	365.8645
SIDT2	826.9639	SIDT2	1967.451
SIGIRR	549.7064	SIGIRR	422.4599
SIGLEC10	198.4954	SIGLEC10	152.4064
removed	removed	SIGLEC11	7.1301
removed	removed	SIGLEC15	21.3904
SIGLEC1	490.2976	SIGLEC1	410.4278
SIGLEC5	41.9356	SIGLEC5	17.3797
SIGLEC7	34.9464	SIGLEC7	26.2923
SIGLEC8	139.0866	SIGLEC8	88.2353
SIGLEC9	53.1185	SIGLEC9	36.5419
removed	removed	SIGLECP3	20.0535
SIGMAR1	1006.4555	SIGMAR1	936.2745
SIK1	851.9925	SIK1	3452.3173
SIK2	330.2432	SIK2	2616.3102
SIK3	803.4171	SIK3	1538.7701
SIKE1	703.121	SIKE1	682.7094
SIL1	1419.5216	SIL1	694.7415
SILV	32.5001	SILV	24.5098
SIM1	26.5592	SIM1	66.8449
SIM2	220.5116	SIM2	37.4332
SIN3A	1498.1509	SIN3A	1989.3048
SIN3B	1776.6735	SIN3B	1364.9733
SIP1	171.2372	SIP1	96.2567
SIPA1L1	1745.9207	SIPA1L1	1438.057
SIPA1L2	561.2387	SIPA1L2	485.7398
SIPA1L3	2245.6538	SIPA1L3	1656.4171
SIPA1	860.3796	SIPA1	498.2175
SIRPA	779.6535	SIRPA	2285.6506
SIRPB1	26.5592	SIRPB1	82.8877
SIRPB2	59.7583	SIRPB2	36.0963
SIRPG	6.2903	removed	removed
SIRT1	501.131	SIRT1	882.3529
SIRT2	864.2237	SIRT2	1153.7433
SIRT3	688.2583	SIRT3	681.1141
SIRT4	23.0646	SIRT4	19.1622
SIRT5	400.8349	SIRT5	418.4492
SIRT6	208.9793	SIRT6	185.3832
SIRT7	490.2976	SIRT7	236.631
SIT1	7.3387	SIT1	26.738
SIVA1	1109.1978	SIVA1	629.2335
SIX1	1394.3602	SIX1	350.2674
SIX2	195.3502	SIX2	35.6506
removed	removed	SIX3	9.8039
SIX4	630.0831	SIX4	125.6684
SIX5	1065.5148	SIX5	510.6952
SKA1	151.6672	SKA1	13.369
SKA2	676.9112	SKA2	332.8877
SKA3	191.7158	SKA3	19.2068
SKAP1	133.8446	SKAP1	101.1586
SKAP2	461.2921	SKAP2	1360.0713
SKIL	2140.1157	SKIL	803.9216
SKIV2L2	1634.5326	SKIV2L2	1520.9982
SKIV2L	1740.6403	SKIV2L	958.5561
SKI	1447.8281	SKI	2988.4135
SKP1	7362.5013	SKP1	4782.5312
SKP2	116.7209	SKP2	131.4617
SLA2	6.2903	SLA2	29.4118
removed	removed	SLAIN1	143.9394
SLAIN2	1534.1457	SLAIN2	1251.3369
SLAMF1	6.2903	SLAMF1	20.4991
SLAMF6	17.8226	SLAMF6	57.9323
SLAMF7	39.8389	SLAMF7	188.5027
SLAMF8	352.7976	SLAMF8	125.4813
SLAMF9	15.3764	SLAMF9	5.7932
SLA	263.4956	SLA	179.59
SLBP	1213.6874	SLBP	635.0267
SLC10A3	716.0511	SLC10A3	572.6381
removed	removed	SLC10A6	44.1176
SLC10A7	110.4305	SLC10A7	214.795
SLC11A1	192.205	SLC11A1	69.9643
SLC11A2	1653.3128	SLC11A2	1900.6239
SLC12A1	10.1344	SLC12A1	5.3476
SLC12A2	3683.6969	SLC12A2	3768.7166
SLC12A4	1035.1115	SLC12A4	1467.3084
SLC12A6	154.4769	SLC12A6	709.5633
SLC12A7	3206.679	SLC12A7	1437.6114
SLC12A8	602.4754	SLC12A8	220.0936
SLC12A9	894.6271	SLC12A9	681.8182
SLC13A2	126.1564	SLC13A2	453.6542
SLC13A3	37.0432	SLC13A3	54.8128
removed	removed	SLC13A4	11.1408
removed	removed	SLC13A5	7.1301
removed	removed	SLC14A1	58.3779
removed	removed	SLC14A2	27.1836
SLC15A2	28.3066	SLC15A2	122.549
SLC15A3	551.8032	SLC15A3	411.3191
SLC15A4	564.0344	SLC15A4	627.451
SLC16A10	14.328	SLC16A10	11.1408
SLC16A11	5.9409	SLC16A11	28.9661
removed	removed	SLC16A12	282.9768
SLC16A13	69.8927	SLC16A13	74.8663
SLC16A14	228.1998	SLC16A14	259.3583
SLC16A1	713.2554	SLC16A1	491.0873
SLC16A2	576.2656	SLC16A2	686.2745
SLC16A3	900.2185	SLC16A3	225.9358
SLC16A4	81.0756	SLC16A4	240.6417
SLC16A5	167.0437	SLC16A5	235.2941
SLC16A6	180.6727	SLC16A6	114.5276
SLC16A7	5.242	SLC16A7	152.852
removed	removed	SLC16A8	7.1301
SLC16A9	20.6184	SLC16A9	77.0945
SLC17A5	1106.7516	SLC17A5	786.5419
SLC17A7	6.6398	SLC17A7	46.7914
SLC17A9	78.6293	SLC17A9	55.7041
removed	removed	SLC18A2	5.7932
SLC19A1	399.0876	SLC19A1	229.5009
SLC19A2	219.1137	SLC19A2	853.8324
removed	removed	SLC19A3	3213.4581
SLC1A1	2574.4991	SLC1A1	132.7986
SLC1A2	123.3607	SLC1A2	163.5472
SLC1A3	399.7865	SLC1A3	1187.6114
SLC1A4	1151.8324	SLC1A4	716.1319
SLC1A5	3895.1224	SLC1A5	4131.016
SLC1A6	124.7585	removed	removed
SLC1A7	13.2796	SLC1A7	37.8788
SLC20A1	2227.1322	SLC20A1	863.6364
SLC20A2	960.3263	SLC20A2	1049.0196
removed	removed	SLC22A11	5.7932
SLC22A15	206.8825	SLC22A15	60.6061
SLC22A17	725.8361	SLC22A17	553.9216
SLC22A18AS	45.7797	removed	removed
SLC22A18	419.7059	SLC22A18	135.0267
SLC22A23	1690.2196	SLC22A23	1184.5811
removed	removed	SLC22A3	160.8734
SLC22A4	28.656	SLC22A4	68.1818
SLC22A5	460.5932	SLC22A5	483.066
removed	removed	SLC23A1	7.5758
SLC23A2	896.3744	SLC23A2	1009.3583
SLC23A3	6.9893	SLC23A3	12.9234
SLC24A1	272.9312	SLC24A1	494.8173
SLC24A2	25.5109	removed	removed
SLC24A3	1258.0693	SLC24A3	476.8271
SLC24A5	5.7836	SLC24A5	11.3324
SLC24A6	789.4385	SLC24A6	690.7308
SLC25A10	1956.2978	SLC25A10	429.59
SLC25A11	756.9384	SLC25A11	727.7184
SLC25A12	601.7765	SLC25A12	560.1604
SLC25A13	567.8785	SLC25A13	446.0784
SLC25A14	161.1028	SLC25A14	147.5045
SLC25A15	366.0388	SLC25A15	270.3788
SLC25A16	322.2055	SLC25A16	340.9091
SLC25A17	462.3405	SLC25A17	459.0018
SLC25A18	5.5914	SLC25A18	56.1497
SLC25A19	197.7965	SLC25A19	152.4064
SLC25A1	783.8471	SLC25A1	1060.1604
SLC25A20	294.5979	SLC25A20	523.6185
SLC25A21	14.0519	SLC25A21	5.1159
SLC25A22	725.4867	SLC25A22	280.7487
SLC25A23	1485.2207	SLC25A23	1024.5098
SLC25A24	1809.1736	SLC25A24	1245.098
SLC25A25	548.658	SLC25A25	2220.1426
SLC25A26	227.2562	SLC25A26	435.82
SLC25A27	25.8603	SLC25A27	263.8146
SLC25A28	444.5178	SLC25A28	623.4403
SLC25A29	1271.349	SLC25A29	769.6078
SLC25A30	405.0284	SLC25A30	414.8841
SLC25A32	359.9057	SLC25A32	599.4073
SLC25A33	115.6725	SLC25A33	315.508
SLC25A34	10.4839	SLC25A34	52.5847
SLC25A35	213.6097	SLC25A35	141.6711
SLC25A36	1010.2996	SLC25A36	1430.0357
SLC25A37	218.0654	SLC25A37	1048.1283
SLC25A38	478.4158	SLC25A38	590.9091
SLC25A39	2509.8483	SLC25A39	1377.451
SLC25A3	5521.5265	SLC25A3	5360.0713
SLC25A40	176.1297	SLC25A40	207.2193
SLC25A42	431.2382	SLC25A42	379.2335
SLC25A43	526.6418	SLC25A43	371.2121
SLC25A44	1142.3968	SLC25A44	761.1408
SLC25A45	203.3879	SLC25A45	169.7861
SLC25A46	341.7755	SLC25A46	602.4955
SLC25A4	395.9424	SLC25A4	703.2086
SLC25A5	5802.1459	SLC25A5	3414.8841
SLC25A6	11245.0431	SLC25A6	8131.016
SLC26A10	8.8414	SLC26A10	21.1988
SLC26A11	561.5882	SLC26A11	351.1586
SLC26A1	73.0973	SLC26A1	51.7157
SLC26A2	1057.1277	SLC26A2	801.2478
removed	removed	SLC26A3	79.7683
