gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
TBCB	1373.9422	TBCB	575.4878
TBCCD1	254.9133	TBCCD1	306.5601
TBCC	226.5896	TBCC	295.2061
TBCD	2272.7312	TBCD	1355.0799
TBCEL	297.3988	TBCEL	398.2338
TBCE	1002.9827	TBCE	286.7914
TBCK	747.5202	TBCK	566.1943
TBK1	978.9017	TBK1	707.7376
TBKBP1	254.3353	TBKBP1	415.0547
TBL1XR1	3276.8786	TBL1XR1	2625.7359
TBL1X	1608.3815	TBL1X	962.5736
TBL2	871.3873	TBL2	744.7435
TBL3	1771.3873	TBL3	707.7376
TBPL1	143.6416	TBPL1	233.3894
TBP	187.8613	TBP	264.508
TBRG1	317.341	TBRG1	990.328
TBRG4	1203.1792	TBRG4	618.587
TBX15	31.2139	TBX15	515.9798
TBX18	10.9827	TBX18	262.4054
TBX19	19.659	TBX19	84.9453
TBX1	305.7803	TBX1	43.7342
TBX20	584.104	removed	removed
removed	removed	TBX21	11.7746
TBX2	93.9306	TBX2	231.2868
TBX3	3095.9538	TBX3	1329.6888
removed	removed	TBX4	18.9235
removed	removed	TBX5	105.5509
TBX6	67.6301	TBX6	28.1749
TBXA2R	24.2775	TBXA2R	50.8831
TBXAS1	171.6763	TBXAS1	163.5828
TC2N	3513.8728	TC2N	2128.259
TCAM1P	6.3584	removed	removed
TCEA1	3981.7919	TCEA1	1169.4701
TCEA2	84.3931	TCEA2	308.6627
TCEA3	1223.4104	TCEA3	704.3734
TCEAL1	461.5607	TCEAL1	384.7771
removed	removed	TCEAL2	40.3701
TCEAL3	425.4335	TCEAL3	539.1085
TCEAL4	1405.2023	TCEAL4	1998.3179
TCEAL5	6.9364	TCEAL5	77.3759
TCEAL6	18.2081	TCEAL6	22.2876
TCEAL7	6.3584	TCEAL7	103.4483
TCEAL8	549.711	TCEAL8	837.2582
TCEANC	58.9595	TCEANC	72.3297
TCEB1	1716.185	TCEB1	394.4491
TCEB2	2417.9191	TCEB2	901.598
TCEB3	2109.159	TCEB3	1479.3482
TCERG1	1274.5665	TCERG1	772.4979
TCF12	1398.5549	TCF12	1927.7502
removed	removed	TCF15	44.5753
TCF19	1465.896	TCF19	239.2767
TCF20	1126.0116	TCF20	1216.5685
TCF25	1365.896	TCF25	2220.3532
TCF3	578.0347	TCF3	872.582
TCF4	646.5318	TCF4	3013.0362
TCF7L1	127.1676	TCF7L1	1249.7897
TCF7L2	74.2775	TCF7L2	1284.693
TCF7	79.1908	TCF7	647.1825
TCFL5	466.185	TCFL5	318.7553
TCHH	10.1156	TCHH	15.1388
TCHP	465.6069	TCHP	382.254
TCIRG1	4800.8671	TCIRG1	703.1119
TCN1	38.1503	TCN1	436.5013
TCN2	232.659	TCN2	1251.4718
TCOF1	1883.815	TCOF1	1066.8629
removed	removed	TCP10L	12.3465
TCP11L1	204.3671	TCP11L1	194.7729
TCP11L2	132.0809	TCP11L2	266.1901
TCP11	15.0289	removed	removed
TCP1	2520.3121	TCP1	2893.5071
TCTA	943.0636	TCTA	1069.386
TCTE3	10.1156	TCTE3	30.6981
TCTEX1D1	6.3584	TCTEX1D1	10.9336
TCTEX1D2	148.8439	TCTEX1D2	65.6013
removed	removed	TCTEX1D4	5.0463
TCTN1	676.8121	TCTN1	671.4592
TCTN2	525.7225	TCTN2	442.8091
TCTN3	1443.9306	TCTN3	1189.6552
TDG	689.3064	TDG	369.6384
TDO2	10.6936	removed	removed
TDP1	670.2312	TDP1	338.0992
TDP2	1519.0751	TDP2	798.1497
removed	removed	TDRD10	49.201
removed	removed	TDRD1	7.5694
TDRD3	296.2428	TDRD3	392.3465
TDRD5	99.422	TDRD5	129.1001
removed	removed	TDRD6	18.5029
TDRD7	797.3988	TDRD7	554.6678
TDRD9	27.7457	TDRD9	18.0824
TDRKH	1001.7341	TDRKH	210.2607
TEAD1	1297.1098	TEAD1	2990.328
TEAD2	102.8902	TEAD2	1067.704
TEAD3	198.8439	TEAD3	813.709
TEAD4	223.1214	TEAD4	138.7721
TECPR1	194.2197	TECPR1	374.6846
TECPR2	730.0578	TECPR2	1076.1144
TECR	1723.6994	TECR	1818.7553
TECTA	9.8266	TECTA	13.4567
TEC	15.6069	TEC	34.0622
TEF	383.815	TEF	2001.2616
TEKT2	36.4162	TEKT2	18.5029
TEKT3	6.0694	TEKT3	19.344
removed	removed	TEKT4	6.7283
TEKT5	5.7803	removed	removed
TEK	238.1503	TEK	855.7611
TELO2	981.7919	TELO2	426.4087
TENC1	947.1098	TENC1	4999.159
TEP1	589.8844	TEP1	1016.4003
removed	removed	TEPP	6.7283
TERF1	1498.2659	TERF1	529.4365
TERF2IP	1280.9249	TERF2IP	1682.5063
TERF2	537.2832	TERF2	630.3616
TERT	6.6474	removed	removed
TESC	17.9191	TESC	157.6955
TESK1	433.815	TESK1	1325.9041
TESK2	131.2139	TESK2	294.7855
TES	541.9017	TES	1547.3465
TET1	51.7341	TET1	77.3759
TET2	637.5723	TET2	714.8865
TET3	781.2139	TET3	423.0446
TEX10	356.6474	TEX10	346.5097
TEX14	15.896	TEX14	20.185
TEX19	10.1156	removed	removed
TEX261	2839.0173	TEX261	2907.9058
TEX264	1508.0925	TEX264	911.6905
TEX2	2841.9075	TEX2	2159.7981
TEX9	41.3295	TEX9	95.0378
TFAM	707.8035	TFAM	497.0563
TFAP2A	3407.5145	TFAP2A	1086.2069
removed	removed	TFAP2B	492.8511
TFAP2C	2115.896	TFAP2C	1666.106
removed	removed	TFAP2E	19.7645
TFAP4	213.2948	TFAP4	163.5828
TFB1M	78.3237	TFB1M	140.8747
TFB2M	643.0636	TFB2M	308.2422
TFCP2L1	165.896	TFCP2L1	681.2447
TFCP2	438.1503	TFCP2	636.6695
TFDP1	1463.2948	TFDP1	1325.4836
TFDP2	234.104	TFDP2	380.9924
removed	removed	TFDP3	5.4668
TFE3	1328.6127	TFE3	2722.8764
TFEB	85.8382	TFEB	384.7771
TFEC	74.5665	TFEC	84.9453
TFF1	2869.9422	TFF1	1520.185
removed	removed	TFF2	16.4003
TFF3	7727.4566	TFF3	2452.9016
TFG	1300	TFG	1627.418
TFIP11	578.4306	TFIP11	826.8881
TFPI2	92.7746	TFPI2	1112.6997
TFPI	203.7572	TFPI	1251.0513
TFPT	149.5462	TFPT	220.1598
TFR2	157.2254	removed	removed
TFRC	1908.3815	TFRC	1290.1598
TF	30.9249	TF	2629.5206
TGDS	188.4393	TGDS	222.4558
TGFA	310.1156	TGFA	255.2565
TGFB1I1	136.1272	TGFB1I1	838.9403
TGFB1	304.0462	TGFB1	664.8444
TGFB2	30.6358	TGFB2	420.1009
TGFB3	241.9075	TGFB3	793.1034
TGFBI	1437.2832	TGFBI	2813.2885
TGFBR1	1221.6763	TGFBR1	1479.3944
TGFBR2	1162.7168	TGFBR2	11496.2153
TGFBR3	431.2139	TGFBR3	6417.1573
TGFBRAP1	465.3179	TGFBRAP1	376.7872
TGIF1	857.5145	TGIF1	955.4247
TGIF2	1150.5578	TGIF2	579.7393
removed	removed	TGM1	44.1548
TGM2	2367.9191	TGM2	1005.4668
TGM3	140.1734	removed	removed
removed	removed	TGM5	22.7082
TGOLN2	5083.526	TGOLN2	8281.3288
TGS1	1569.9422	TGS1	514.2977
TG	5.4913	removed	removed
TH1L	2860.4046	TH1L	1306.1396
THADA	1241.6185	THADA	1031.5391
THAP10	65.3179	THAP10	42.4727
THAP11	423.4104	THAP11	483.1791
THAP1	217.9191	THAP1	211.9428
THAP2	82.0809	THAP2	117.3255
THAP3	251.1185	THAP3	293.2422
THAP4	1126.0116	THAP4	808.2422
THAP5	622.5434	THAP5	479.3944
THAP6	376.0116	THAP6	327.1657
THAP7	236.7428	THAP7	236.0093
THAP8	114.7399	THAP8	113.5408
THAP9	186.7052	THAP9	125.7359
THBD	259.2486	THBD	960.8915
THBS1	5936.9942	THBS1	12292.6829
THBS2	1115.6069	THBS2	7232.9689
THBS3	550.0202	THBS3	1022.7754
THBS4	258.0925	THBS4	1243.9024
THEM4	335.5491	THEM4	339.3608
THEMIS	13.2948	THEMIS	17.2414
THG1L	122.5434	THG1L	123.2128
THNSL1	208.6705	THNSL1	147.1825
THNSL2	51.1561	THNSL2	649.2851
THOC1	248.2659	THOC1	395.2902
THOC2	1918.2081	THOC2	1179.1421
THOC3	1413.2948	THOC3	452.9016
THOC4	954.6243	THOC4	561.3961
THOC5	298.5549	THOC5	522.7082
THOC6	356.8873	THOC6	287.1489
THOC7	647.1098	THOC7	762.8259
THOP1	469.3642	THOP1	452.9016
THPO	7.5145	THPO	22.7082
THRAP3	3933.237	THRAP3	3748.9487
THRA	999.9393	THRA	1596.4886
THRB	747.1098	THRB	1571.9092
THRSP	79.1908	THRSP	2281.7494
THSD1P1	182.5751	THSD1P1	124.8949
THSD1	75.1445	THSD1	364.5921
THSD4	3371.3873	THSD4	2413.3726
THSD7A	38.4393	THSD7A	185.45
THSD7B	15.0289	THSD7B	68.1245
THTPA	464.1618	THTPA	433.9781
THUMPD1	2339.5954	THUMPD1	1464.2557
THUMPD2	169.0751	THUMPD2	202.6913
THUMPD3	952.3121	THUMPD3	708.1581
THY1	992.4855	THY1	2456.2658
THYN1	294.5087	THYN1	653.0698
TH	256.6474	removed	removed
TIA1	662.7168	TIA1	1383.5156
TIAF1	346.9711	TIAF1	274.3944
TIAL1	1721.9653	TIAL1	1256.9386
TIAM1	255.7803	TIAM1	280.9083
TIAM2	11.5347	TIAM2	74.4743
TICAM1	264.4509	TICAM1	537.0059
TICAM2	42.8208	TICAM2	115.2019
TIE1	464.7399	TIE1	1629.5206
TIFA	385.8382	TIFA	328.4272
TIGD1	90.1734	TIGD1	78.217
TIGD2	141.3295	TIGD2	180.4037
TIGD3	49.1329	TIGD3	5.0463
TIGD4	28.6127	TIGD4	15.5593
TIGD5	523.9884	TIGD5	86.2069
TIGD6	264.1618	TIGD6	180.4037
TIGD7	274.6156	TIGD7	245.6728
TIGIT	17.341	TIGIT	9.2515
TIMELESS	1524.8555	TIMELESS	413.3726
TIMM10	459.5376	TIMM10	322.1194
TIMM13	629.7688	TIMM13	609.7561
TIMM16	137.1069	TIMM16	68.0656
TIMM17A	2133.237	TIMM17A	822.5399
TIMM17B	840.7514	TIMM17B	330.5299
TIMM22	302.8902	TIMM22	410.0084
TIMM44	224.2775	TIMM44	444.0706
TIMM50	755.7803	TIMM50	509.2515
TIMM8A	149.711	TIMM8A	74.8528
TIMM8B	226.0116	TIMM8B	338.5198
TIMM9	612.7168	TIMM9	423.4651
TIMP1	1500.578	TIMP1	4510.9336
TIMP2	1868.4971	TIMP2	19221.6148
TIMP3	2498.5549	TIMP3	25189.2347
TIMP4	14.1618	TIMP4	1270.8158
TINAGL1	260.1156	TINAGL1	2385.6182
TINF2	1221.3873	TINF2	1203.9529
TIPARP	258.9538	TIPARP	2217.4054
TIPIN	114.7399	TIPIN	84.5248
TIPRL	1226.5896	TIPRL	839.3608
TIRAP	225.1445	TIRAP	167.7881
TJAP1	325.1445	TJAP1	619.8486
TJP1	1338.1503	TJP1	2900.7569
TJP2	1979.1908	TJP2	2405.3827
TJP3	622.5434	TJP3	402.0185
TK1	1158.0925	TK1	145.0799
TK2	415.3179	TK2	2002.5231
TKT	17033.237	TKT	6319.1758
TLCD1	666.185	TLCD1	35.7443
TLE1	464.7399	TLE1	1241.3793
TLE2	106.0694	TLE2	1179.1421
TLE3	3148.5549	TLE3	1933.5576
TLE4	103.4682	TLE4	547.9394
TLE6	68.7861	TLE6	38.2675
TLK1	2057.5145	TLK1	1366.2742
TLK2	1193.3526	TLK2	595.4584
TLL1	62.4277	TLL1	265.7696
TLN1	3776.5896	TLN1	16272.0774
TLN2	543.6416	TLN2	3393.1876
TLR10	5.4913	TLR10	25.2313
TLR1	104.0462	TLR1	228.7637
TLR2	99.422	TLR2	317.4937
TLR3	85.8382	TLR3	495.3743
TLR4	286.9942	TLR4	1528.1749
TLR5	148.2659	TLR5	435.2397
TLR6	20.5202	TLR6	35.3238
TLR7	98.8439	TLR7	142.1362
TLR8	17.9191	TLR8	35.7443
TLR9	5.7023	TLR9	18.587
TM2D1	440.7514	TM2D1	317.4937
TM2D2	516.763	TM2D2	814.1295
TM2D3	647.6879	TM2D3	694.2809
TM4SF18	70.5202	TM4SF18	592.5147
removed	removed	TM4SF19	42.8553
TM4SF1	1678.6127	TM4SF1	10270.3953
TM6SF1	126.0116	TM6SF1	116.4844
TM7SF2	582.659	TM7SF2	605.5509
TM7SF3	3086.7052	TM7SF3	1276.2826
removed	removed	TM7SF4	5.8873
TM9SF1	3028.922	TM9SF1	1658.2464
TM9SF2	4304.9133	TM9SF2	3906.6442
TM9SF3	10611.2717	TM9SF3	5376.3667
TM9SF4	4332.0809	TM9SF4	1766.1901
TMBIM1	1812.1387	TMBIM1	7112.6997
TMBIM4	1439.9827	TMBIM4	1219.3482
TMBIM6	29952.8902	TMBIM6	18587.4685
removed	removed	TMC2	14.2977
removed	removed	TMC3	23.5492
TMC4	1912.1387	TMC4	998.3179
TMC5	469.3642	TMC5	531.1186
TMC6	222.2543	TMC6	591.2532
TMC7	34.3931	TMC7	121.5307
TMC8	66.185	TMC8	141.2952
TMCC1	1019.6532	TMCC1	1031.5391
TMCC2	40.4624	TMCC2	78.6375
TMCC3	194.5087	TMCC3	606.8124
TMCO1	4247.3988	TMCO1	1887.7208
TMCO3	1613.0058	TMCO3	1217.4096
TMCO4	530.3468	TMCO4	633.7258
TMCO6	303.7572	TMCO6	187.132
TMCO7	219.0751	TMCO7	393.1876
TMED10P1	182.0809	TMED10P1	55.9294
TMED10	8634.3931	TMED10	7653.4903
TMED1	304.3815	TMED1	524.8865
TMED2	10139.5954	TMED2	5211.1018
TMED3	2447.3988	TMED3	1301.9344
TMED4	2085.2601	TMED4	917.1573
TMED5	2590.7486	TMED5	1877.1741
removed	removed	TMED6	11.7746
TMED7-TICAM2	153.9682	TMED7-TICAM2	106.7115
TMED7	4851.1879	TMED7	2100.2061
TMED8	1083.237	TMED8	383.095
TMED9	4120.5202	TMED9	2416.7368
TMEFF1	8.9335	TMEFF1	34.8234
TMEM100	12.7168	TMEM100	291.4214
TMEM101	1543.9306	TMEM101	583.2632
TMEM102	123.6994	TMEM102	138.7721
TMEM104	779.1908	TMEM104	475.1892
removed	removed	TMEM105	5.8873
TMEM106A	131.7919	TMEM106A	156.0135
TMEM106B	2406.3584	TMEM106B	1425.9882
TMEM106C	2775.4335	TMEM106C	810.3448
TMEM107	184.6821	TMEM107	213.6249
TMEM108	45.6647	TMEM108	46.2574
TMEM109	2215.6069	TMEM109	3339.7813
TMEM110	168.2081	TMEM110	220.7485
TMEM111	1828.6127	TMEM111	1247.6871
TMEM115	1213.0058	TMEM115	1019.344
TMEM116	202.6012	TMEM116	192.1783
TMEM117	50.578	TMEM117	121.5307
TMEM119	256.0694	TMEM119	695.5425
TMEM11	211.2717	TMEM11	459.2094
TMEM120A	354.0462	TMEM120A	788.8982
TMEM120B	429.5896	TMEM120B	714.487
TMEM121	113.8728	TMEM121	30.2775
TMEM123	1745.0867	TMEM123	4572.3297
TMEM125	376.3006	TMEM125	249.3692
TMEM126A	143.9306	TMEM126A	267.0311
TMEM126B	209.2486	TMEM126B	461.312
TMEM127	3368.4971	TMEM127	2390.2439
TMEM128	993.3526	TMEM128	493.6922
TMEM129	1105.4913	TMEM129	1067.2834
TMEM130	5.7803	TMEM130	51.3036
TMEM131	2495.3757	TMEM131	1602.1867
TMEM132A	1115.896	TMEM132A	383.5156
removed	removed	TMEM132B	20.6056
TMEM132C	19.6532	TMEM132C	1076.1144
TMEM132E	5.2023	TMEM132E	8.4104
TMEM133	15.0289	TMEM133	159.3776
TMEM134	1106.3584	TMEM134	349.0328
TMEM135	1542.7746	TMEM135	1170.3112
TMEM136	215.896	TMEM136	179.5627
TMEM138	383.815	TMEM138	484.4407
TMEM139	50.289	TMEM139	282.5904
TMEM140	359.4682	TMEM140	1282.3465
TMEM141	1288.1503	TMEM141	565.1808
TMEM143	169.0751	TMEM143	168.6291
TMEM144	682.659	TMEM144	469.3019
TMEM145	469.0751	removed	removed
TMEM147	1548.5549	TMEM147	766.6106
TMEM149	111.0202	TMEM149	51.9975
TMEM14A	566.185	TMEM14A	316.6526
TMEM14B	1991.6185	TMEM14B	706.476
TMEM14C	2326.5896	TMEM14C	1603.4483
TMEM150A	246.2428	TMEM150A	298.5702
removed	removed	TMEM150B	12.6156
TMEM150C	2704.6243	TMEM150C	353.238
TMEM151A	58.6705	removed	removed
removed	removed	TMEM151B	13.0404
TMEM154	357.8035	TMEM154	166.106
removed	removed	TMEM156	9.672
removed	removed	TMEM158	37.0059
TMEM159	270.8092	TMEM159	830.1093
TMEM160	61.8497	TMEM160	50.4626
TMEM161A	342.7746	TMEM161A	373.423
TMEM161B	378.6127	TMEM161B	227.5021
TMEM163	9.5376	TMEM163	57.1909
TMEM164	1146.2428	TMEM164	913.3726
TMEM165	2113.5838	TMEM165	1103.0278
TMEM167A	2431.7919	TMEM167A	2137.931
TMEM167B	1236.4162	TMEM167B	1508.4104
TMEM168	587.2832	TMEM168	768.2927
TMEM169	14.1618	TMEM169	29.016
TMEM170A	468.4971	TMEM170A	537.4264
TMEM170B	397.3988	TMEM170B	236.7536
TMEM173	295.0867	TMEM173	755.677
TMEM175	603.1792	TMEM175	398.2338
TMEM176A	419.9422	TMEM176A	973.9277
TMEM176B	1189.3064	TMEM176B	2358.7048
TMEM177	210.6936	TMEM177	128.6796
TMEM178	6.6474	TMEM178	63.9193
TMEM179B	1300	TMEM179B	806.5601
TMEM17	57.2254	TMEM17	69.8066
TMEM180	306.3584	TMEM180	68.1245
TMEM181	1506.9364	TMEM181	1385.1976
TMEM182	28.9017	TMEM182	134.1463
TMEM183A	1702.0231	TMEM183A	829.2683
TMEM184A	870.5289	TMEM184A	266.8124
TMEM184B	1704.8815	TMEM184B	2074.3061
TMEM184C	1045.6647	TMEM184C	652.2288
TMEM185A	684.3931	TMEM185A	565.1808
TMEM185B	991.6185	TMEM185B	518.9235
TMEM186	372.5434	TMEM186	193.8604
TMEM187	268.4971	TMEM187	269.5542
TMEM188	144.7977	TMEM188	279.2262
TMEM189	1714.4509	TMEM189	913.3726
TMEM18	476.5838	TMEM18	489.9075
TMEM191A	7.8035	TMEM191A	5.0463
TMEM192	1314.1618	TMEM192	653.0698
TMEM194A	1565.0289	TMEM194A	474.3482
TMEM194B	102.3121	TMEM194B	103.4483
removed	removed	TMEM195	27.7544
TMEM198	505.4913	TMEM198	62.2372
TMEM199	902.4942	TMEM199	373.423
TMEM19	645.3757	TMEM19	738.0151
TMEM200A	63.5838	TMEM200A	162.3213
TMEM200B	178.8526	TMEM200B	243.9024
removed	removed	TMEM200C	16.8209
TMEM201	375.4335	TMEM201	309.0833
TMEM203	977.4566	TMEM203	654.3314
TMEM204	93.3526	TMEM204	253.995
TMEM205	2409.2486	TMEM205	1061.3961
TMEM206	267.341	TMEM206	114.3818
TMEM208	441.3295	TMEM208	378.8898
TMEM209	887.8613	TMEM209	492.0101
TMEM20	168.2081	TMEM20	99.6636
TMEM213	6.6474	TMEM213	48.5618
TMEM214	2152.6012	TMEM214	3079.058
TMEM216	189.0173	TMEM216	259.8823
removed	removed	TMEM217	19.3818
TMEM218	199.711	TMEM218	459.6299
TMEM219	2954.3353	TMEM219	1778.8057
TMEM220	8.3815	TMEM220	237.1741
TMEM222	766.474	TMEM222	760.7233
TMEM223	283.815	TMEM223	207.7376
TMEM229B	776.3006	TMEM229B	269.5542
TMEM22	48.5549	TMEM22	280.4878
TMEM231	293.9104	TMEM231	234.222
removed	removed	TMEM232	13.4567
TMEM233	8.3815	removed	removed
TMEM25	1000	TMEM25	809.9243
TMEM26	22.8121	TMEM26	516.1312
TMEM27	5.7803	TMEM27	23.9697
TMEM2	1021.0983	TMEM2	1499.5795
TMEM30A	2819.3642	TMEM30A	3947.0143
TMEM30B	3179.1908	TMEM30B	837.2582
TMEM33	2969.6532	TMEM33	1174.5164
removed	removed	TMEM35	26.0723
TMEM37	123.6994	TMEM37	1903.2801
TMEM38A	45.3757	TMEM38A	58.873
TMEM38B	374.2775	TMEM38B	87.4685
TMEM39A	530.0578	TMEM39A	686.7115
TMEM39B	192.1965	TMEM39B	304.4575
removed	removed	TMEM40	12.6156
TMEM41A	696.8208	TMEM41A	519.7645
TMEM41B	1023.1214	TMEM41B	500
TMEM42	256.6474	TMEM42	201.8503
TMEM43	1275.4335	TMEM43	3798.1497
TMEM44	54.3353	TMEM44	206.8966
TMEM45A	29.4798	TMEM45A	285.5341
TMEM45B	117.6301	TMEM45B	53.4062
TMEM47	174.8555	TMEM47	1837.2582
TMEM48	583.237	TMEM48	288.4777
TMEM49	3041.6185	TMEM49	1967.1993
TMEM50A	2946.8208	TMEM50A	2428.5114
TMEM50B	967.9191	TMEM50B	1096.7199
TMEM51	230.6358	TMEM51	186.291
TMEM52	44.5087	TMEM52	13.0362
TMEM53	186.578	TMEM53	215.5299
TMEM54	560.6936	TMEM54	617.746
TMEM55A	744.2197	TMEM55A	345.2481
TMEM55B	839.8844	TMEM55B	523.9697
TMEM56	172.5925	TMEM56	536.0597
TMEM57	2120.2312	TMEM57	782.1699
TMEM59L	5.4913	TMEM59L	22.2876
TMEM59	9016.185	TMEM59	6597.1405
TMEM5	508.9595	TMEM5	272.4979
TMEM60	193.6416	TMEM60	253.995
TMEM61	37.8613	TMEM61	48.7805
TMEM62	986.7052	TMEM62	541.6316
TMEM63A	1454.3353	TMEM63A	1626.1564
TMEM63B	1538.7283	TMEM63B	759.4617
TMEM63C	2531.5029	TMEM63C	130.3616
TMEM64	1349.711	TMEM64	708.5786
TMEM65	1080.9249	TMEM65	320.8579
TMEM66	4948.8439	TMEM66	6291.0008
TMEM67	653.1792	TMEM67	213.2044
TMEM68	2096.5318	TMEM68	300.2523
TMEM69	555.7803	TMEM69	497.4769
TMEM70	1049.711	TMEM70	406.2237
TMEM71	6.0694	TMEM71	97.9815
TMEM74	32.948	TMEM74	6.3078
TMEM79	311.8497	TMEM79	222.0353
TMEM80	497.3988	TMEM80	388.9823
TMEM81	84.104	TMEM81	42.4727
TMEM84	35.5491	TMEM84	140.8747
TMEM85	730.0376	TMEM85	1187.9521
TMEM86A	244.2197	TMEM86A	239.6173
TMEM86B	20.8092	TMEM86B	44.5753
TMEM87A	3748.5549	TMEM87A	2338.5198
TMEM87B	1757.2254	TMEM87B	1076.5349
TMEM88	14.4509	TMEM88	102.1867
TMEM8A	1576.5896	TMEM8A	637.931
TMEM8B	267.052	TMEM8B	539.9495
removed	removed	TMEM90B	7.9899
TMEM91	106.2023	TMEM91	115.2691
TMEM93	167.763	TMEM93	153.3095
TMEM97	3699.815	TMEM97	144.1211
TMEM98	108.3815	TMEM98	1224.979
TMEM99	573.6994	TMEM99	306.5601
TMEM9B	1863.5838	TMEM9B	1087.889
TMEM9	2303.7572	TMEM9	1528.5955
TMF1	1440.1734	TMF1	1519.7645
removed	removed	TMIE	13.4567
TMLHE	86.9942	TMLHE	239.2767
TMOD1	40.6301	TMOD1	401.3793
TMOD2	512.1387	TMOD2	742.6409
TMOD3	1468.4971	TMOD3	1379.7309
TMPO	3123.2572	TMPO	856.9807
TMPPE	37.8613	TMPPE	28.1749
TMPRSS13	143.6416	TMPRSS13	391.926
TMPRSS2	23.1214	TMPRSS2	671.5728
TMPRSS3	1586.4162	TMPRSS3	374.6846
TMPRSS4	1093.6416	removed	removed
removed	removed	TMPRSS5	12.1951
TMPRSS6	290.7514	TMPRSS6	88.3095
TMPRSS9	13.0058	removed	removed
TMSB10	1977.1676	TMSB10	9466.3583
TMSB15A	24.8555	removed	removed
TMSB15B	5.4913	TMSB15B	32.2077
TMSL3	9329.1908	TMSL3	20459.6299
TMTC1	397.9769	TMTC1	2306.5601
TMTC2	140.7514	TMTC2	342.3045
TMTC3	1045.0867	TMTC3	695.963
TMTC4	461.8497	TMTC4	345.2481
TMUB1	323.4104	TMUB1	344.4071
TMUB2	1096.8208	TMUB2	908.3263
TMX1	1386.1272	TMX1	902.0185
TMX2	2548.5549	TMX2	1699.3272
TMX3	1652.0231	TMX3	1315.3911
TMX4	1306.6474	TMX4	1009.2515
TNC	396.2428	TNC	3748.5282
TNFAIP1	1975.3179	TNFAIP1	1671.7872
TNFAIP2	804.3353	TNFAIP2	1827.1657
TNFAIP3	315.6069	TNFAIP3	994.5332
TNFAIP6	44.2197	TNFAIP6	243.4819
TNFAIP8L1	82.659	TNFAIP8L1	125.7359
TNFAIP8L2	33.526	TNFAIP8L2	58.873
TNFAIP8L3	103.1792	TNFAIP8L3	67.2834
TNFAIP8	88.7283	TNFAIP8	376.7872
TNFRSF10A	213.0058	TNFRSF10A	139.6131
TNFRSF10B	264.4509	TNFRSF10B	910.4289
TNFRSF10C	111.8497	TNFRSF10C	39.9495
TNFRSF10D	7.2254	TNFRSF10D	185.8705
TNFRSF11A	202.8902	TNFRSF11A	119.4281
TNFRSF11B	13.8728	TNFRSF11B	107.233
TNFRSF12A	79.7688	TNFRSF12A	556.3499
TNFRSF14	441.922	TNFRSF14	906.005
removed	removed	TNFRSF17	27.7544
TNFRSF18	21.9653	TNFRSF18	40.7906
TNFRSF19	33.237	TNFRSF19	294.7855
TNFRSF1A	1801.1561	TNFRSF1A	2772.4979
TNFRSF1B	312.4277	TNFRSF1B	1546.6779
TNFRSF21	175.1445	TNFRSF21	1859.9664
TNFRSF25	52.8902	TNFRSF25	80.7401
TNFRSF4	20.2312	TNFRSF4	46.2574
TNFRSF6B	15.9913	TNFRSF6B	27.5778
removed	removed	TNFRSF8	77.7965
TNFSF10	1143.0636	TNFSF10	4488.6459
removed	removed	TNFSF12-TNFSF13	30.4752
TNFSF12	229.6936	TNFSF12	941.127
TNFSF13B	37.8613	TNFSF13B	63.9193
TNFSF13	288.3844	TNFSF13	856.8251
removed	removed	TNFSF14	7.9899
removed	removed	TNFSF15	10.0925
TNFSF4	17.9191	TNFSF4	33.2212
TNFSF8	28.6127	TNFSF8	34.0622
removed	removed	TNFSF9	47.5189
removed	removed	TNF	21.4466
TNIK	115.896	TNIK	220.3532
TNIP1	2081.7919	TNIP1	5067.704
TNIP2	554.0462	TNIP2	582.4222
TNK1	346.2428	TNK1	400.3364
TNK2	1295.2283	TNK2	1220.2103
TNKS1BP1	1341.3295	TNKS1BP1	6347.7712
TNKS2	2598.8439	TNKS2	1957.1068
TNKS	1155.2572	TNKS	1288.5955
removed	removed	TNMD	586.2069
removed	removed	TNNC1	10.513
removed	removed	TNNC2	13.8772
removed	removed	TNNI1	12.6156
removed	removed	TNNI2	24.8108
TNNI3K	14.1243	TNNI3K	36.4929
TNNT1	87.8613	TNNT1	24.8108
removed	removed	TNNT2	6.3078
removed	removed	TNNT3	133.3053
TNN	15.3179	TNN	493.2717
TNPO1	4885.5491	TNPO1	2504.6257
TNPO2	1411.8497	TNPO2	1806.9807
TNPO3	1192.4855	TNPO3	1007.9899
TNRC18	2444.5087	TNRC18	2767.4516
TNRC6A	1832.659	TNRC6A	1392.767
TNRC6B	590.1734	TNRC6B	1011.7746
TNRC6C	1398.4942	TNRC6C	912.5736
TNS1	1626.0116	TNS1	30029.857
TNS3	1565.6069	TNS3	4863.3305
TNS4	21.9653	TNS4	1551.7241
TNXB	206.2572	TNXB	17953.3305
TOB1	3948.5665	TOB1	1509.2515
TOB2	1109.8266	TOB2	2397.3928
TOE1	203.922	TOE1	253.4693
TOLLIP	1315.896	TOLLIP	1435.6602
TOM1L1	1273.6532	TOM1L1	613.0572
TOM1L2	822.8324	TOM1L2	1740.5383
TOM1	704.0462	TOM1	1277.5442
TOMM20	13158.6705	TOMM20	4613.1203
