gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
TLR3	228.5007	TLR3	298.0573
TLR4	913.693	TLR4	1983.6401
TLR5	391.9808	TLR5	397.2393
TLR6	147.6894	TLR6	41.9223
TLR7	277.1112	TLR7	237.2188
TLR8	74.6188	TLR8	119.6319
TLR9	22.6798	TLR9	14.5706
TM2D1	345.5376	TM2D1	480.5726
TM2D2	1453.0536	TM2D2	889.0593
TM2D3	814.6141	TM2D3	978.5276
TM4SF18	350.1819	TM4SF18	356.3395
TM4SF1	6505.7667	TM4SF1	15678.4254
TM6SF1	197.2289	TM6SF1	308.2822
TM6SF2	12.0938	TM6SF2	6.135
TM7SF2	150.476	TM7SF2	440.6953
TM7SF3	1464.5096	TM7SF3	1403.8855
TM7SF4	5.2636	removed	removed
TM9SF1	2002.7216	TM9SF1	1390.0307
TM9SF2	4795.7272	TM9SF2	4063.3947
TM9SF3	6212.5552	TM9SF3	6333.3333
TM9SF4	1720.8762	TM9SF4	1571.5746
TMBIM1	2896.1994	TMBIM1	6068.5072
TMBIM4	1511.0241	TMBIM4	1885.5164
TMBIM6	19889.4651	TMBIM6	15868.0982
removed	removed	TMC2	5.1125
TMC4	885.5175	TMC4	988.2413
TMC5	724.8239	TMC5	507.1575
TMC6	337.797	TMC6	546.5235
TMC7	60.3762	TMC7	73.6196
TMC8	161.3128	TMC8	243.3538
TMCC1	1098.8467	TMCC1	663.5992
TMCC2	66.259	TMCC2	79.7546
TMCC3	463.1937	TMCC3	415.1329
TMCO1	2216.2706	TMCO1	1963.1902
TMCO3	1493.9237	TMCO3	1393.6605
TMCO4	527.595	TMCO4	695.8078
TMCO6	124.7775	TMCO6	180.9816
TMCO7	383.3114	TMCO7	374.2331
TMED10P1	55.7319	TMED10P1	23.5174
TMED10	7705.8596	TMED10	7955.0102
TMED1	447.242	TMED1	370.1943
TMED2	7069.2778	TMED2	5922.8016
TMED3	2890.9358	TMED3	1655.9305
TMED4	1035.3743	TMED4	794.9898
TMED5	1549.9652	TMED5	1430.9816
TMED6	34.9872	TMED6	12.7812
TMED7-TICAM2	164.2914	TMED7-TICAM2	30.0358
TMED7	2783.3052	TMED7	2418.7883
TMED8	409.6292	TMED8	332.8221
TMED9	2997.136	TMED9	2208.0777
TMEFF1	96.9889	TMEFF1	57.6431
TMEM100	91.0287	TMEM100	245.3988
TMEM101	395.6963	TMEM101	636.5031
TMEM102	98.4596	TMEM102	131.3906
TMEM104	431.6124	TMEM104	317.4847
TMEM105	9.2886	TMEM105	18.9162
TMEM106A	203.7309	TMEM106A	157.9755
TMEM106B	2462.7293	TMEM106B	1541.9223
TMEM106C	1144.361	TMEM106C	1348.1595
TMEM107	144.5932	TMEM107	214.2127
TMEM108	228.191	TMEM108	102.7607
TMEM109	2807.338	TMEM109	3587.9346
TMEM110	165.3193	TMEM110	126.2781
TMEM111	790.154	TMEM111	995.3988
TMEM115	773.4345	TMEM115	1038.3436
TMEM116	337.1778	TMEM116	168.2004
TMEM117	185.7729	TMEM117	148.773
TMEM119	2837.9906	TMEM119	960.6339
TMEM11	302.8098	TMEM11	413.5992
TMEM120A	351.4204	TMEM120A	748.4663
TMEM120B	394.5723	TMEM120B	414.6626
TMEM121	34.368	TMEM121	40.8998
TMEM123	4900.6889	TMEM123	8120.6544
TMEM125	259.7724	TMEM125	236.7076
TMEM126A	225.4044	TMEM126A	317.4847
TMEM126B	523.5699	TMEM126B	595.6033
TMEM127	3143.587	TMEM127	2839.9796
TMEM128	584.5654	TMEM128	768.4049
TMEM129	737.5184	TMEM129	648.2618
TMEM130	295.6885	TMEM130	27.6074
TMEM131	2439.8173	TMEM131	1290.8998
TMEM132A	829.1663	TMEM132A	321.5746
TMEM132C	336.5586	TMEM132C	701.9427
TMEM132E	24.1505	TMEM132E	8.6912
TMEM133	154.8107	TMEM133	114.0082
TMEM134	347.3953	TMEM134	434.0491
TMEM135	576.5152	TMEM135	607.362
TMEM136	156.9781	TMEM136	134.9693
TMEM138	401.8887	TMEM138	428.9366
TMEM139	74.9284	TMEM139	307.2597
TMEM140	522.5327	TMEM140	729.8364
TMEM141	430.6835	TMEM141	472.3926
TMEM143	106.5098	TMEM143	150.818
TMEM144	713.0583	TMEM144	512.2699
TMEM145	5.5732	removed	removed
TMEM147	924.2201	TMEM147	871.1656
TMEM149	89.8924	TMEM149	134.2382
TMEM14A	413.0351	TMEM14A	473.9264
TMEM14B	571.2516	TMEM14B	936.0941
TMEM14C	1190.4946	TMEM14C	2146.2168
TMEM150A	284.8518	TMEM150A	380.8793
removed	removed	TMEM150B	12.7812
TMEM150C	478.3652	TMEM150C	318.5072
TMEM151B	38.4333	TMEM151B	17.3875
TMEM154	181.4382	TMEM154	165.6442
TMEM156	9.9079	removed	removed
TMEM158	83.5978	TMEM158	147.7505
TMEM159	873.4422	TMEM159	1366.0532
TMEM160	36.2257	TMEM160	33.2311
TMEM161A	306.5253	TMEM161A	378.3231
TMEM161B	219.5216	TMEM161B	255.6237
TMEM163	76.7861	TMEM163	74.1309
TMEM164	763.217	TMEM164	643.1493
TMEM165	1133.8339	TMEM165	1244.3763
TMEM167A	2899.6052	TMEM167A	2131.3906
TMEM167B	1874.4485	TMEM167B	1559.3047
TMEM168	961.3747	TMEM168	967.7914
TMEM169	19.5062	TMEM169	14.8262
TMEM170A	501.8964	TMEM170A	629.3456
TMEM170B	260.082	TMEM170B	298.0573
TMEM173	682.0961	TMEM173	1122.6994
TMEM175	314.5754	TMEM175	389.0593
TMEM176A	552.0551	TMEM176A	1037.3211
TMEM176B	1197.9255	TMEM176B	2001.5337
TMEM177	91.9576	TMEM177	122.1881
TMEM178	645.2512	TMEM178	68.5072
TMEM179B	713.0583	TMEM179B	1041.411
TMEM17	56.0415	TMEM17	78.2209
TMEM180	45.824	TMEM180	92.0245
TMEM181	1817.4781	TMEM181	1492.8425
TMEM182	203.7309	TMEM182	89.9796
TMEM183A	744.3301	TMEM183A	961.1452
TMEM184A	224.8131	TMEM184A	122.9652
TMEM184B	2256.4935	TMEM184B	1395.1943
TMEM184C	761.6689	TMEM184C	587.9346
TMEM185A	547.1012	TMEM185A	559.3047
TMEM185B	548.6493	TMEM185B	642.638
TMEM186	147.6894	TMEM186	138.5481
TMEM187	128.1833	TMEM187	218.8139
TMEM188	276.8016	TMEM188	337.9346
removed	removed	TMEM189-UBE2V1	16.2219
TMEM189	607.787	TMEM189	755.9509
TMEM18	468.1477	TMEM18	868.6094
TMEM191A	8.979	TMEM191A	10.2249
TMEM192	753.6187	TMEM192	770.9611
TMEM194A	539.051	TMEM194A	399.7955
TMEM194B	87.9325	TMEM194B	122.6994
TMEM195	10.8368	TMEM195	15.3374
TMEM198	35.2968	TMEM198	59.3047
TMEM199	739.0665	TMEM199	400.3067
TMEM19	806.8736	TMEM19	766.8712
TMEM200A	778.698	TMEM200A	415.1329
TMEM200B	173.0258	TMEM200B	234.0491
TMEM200C	60.0666	TMEM200C	19.4274
TMEM201	255.1281	TMEM201	303.681
TMEM203	704.6985	TMEM203	721.8814
TMEM204	333.4623	TMEM204	290.8998
TMEM205	674.3556	TMEM205	1103.7832
TMEM206	182.0574	TMEM206	116.5644
TMEM208	440.2818	TMEM208	482.1063
TMEM209	882.1116	TMEM209	584.8671
TMEM20	69.3552	TMEM20	94.0695
TMEM213	20.435	TMEM213	99.9642
TMEM214	2191.8105	TMEM214	2065.9509
TMEM215	184.2248	removed	removed
TMEM216	287.0191	TMEM216	280.6748
TMEM217	17.9519	TMEM217	69.8773
TMEM218	203.7309	TMEM218	352.7607
TMEM219	1438.5014	TMEM219	2075.1534
TMEM220	134.6853	TMEM220	370.1431
TMEM222	645.5608	TMEM222	813.3947
TMEM223	166.886	TMEM223	179.4479
TMEM229B	304.3579	TMEM229B	212.1677
TMEM22	94.4346	TMEM22	205.5215
TMEM231	241.7648	TMEM231	291.8558
TMEM232	10.2175	TMEM232	16.8712
TMEM233	6.1924	TMEM233	10.2249
TMEM25	634.4144	TMEM25	540.3885
TMEM26	396.1545	TMEM26	46.9734
TMEM27	24.7697	TMEM27	97.6483
TMEM2	2938.6175	TMEM2	1154.3967
TMEM30A	5859.8963	TMEM30A	5099.182
TMEM30B	1138.4782	TMEM30B	1160.5317
TMEM33	1864.8502	TMEM33	1262.2699
TMEM35	26.0082	TMEM35	86.4008
TMEM37	188.5595	TMEM37	1165.1329
TMEM38A	42.4181	TMEM38A	43.9673
TMEM38B	139.6393	TMEM38B	115.0307
TMEM39A	961.6843	TMEM39A	495.91
TMEM39B	241.8144	TMEM39B	315.4397
removed	removed	TMEM40	42.9448
TMEM41A	532.2393	TMEM41A	546.0123
TMEM41B	511.4947	TMEM41B	501.0225
TMEM42	123.539	TMEM42	212.6789
TMEM43	2815.0786	TMEM43	4877.3006
TMEM44	190.4172	TMEM44	237.2188
TMEM45A	686.7405	TMEM45A	350.7157
TMEM45B	201.254	TMEM45B	62.3722
TMEM47	1290.5024	TMEM47	1985.1738
TMEM48	403.1272	TMEM48	286.8098
TMEM49	5065.4075	TMEM49	1921.2679
TMEM50A	2600.2013	TMEM50A	2760.2249
TMEM50B	1320.8453	TMEM50B	1268.4049
TMEM51	255.7473	TMEM51	374.7444
TMEM52	13.933	TMEM52	17.3824
TMEM53	160.2849	TMEM53	185.6902
TMEM54	567.5362	TMEM54	597.137
TMEM55A	385.4788	TMEM55A	459.6115
TMEM55B	545.8627	TMEM55B	544.4785
TMEM56	131.5891	TMEM56	270.9611
TMEM57	1160.1517	TMEM57	698.364
TMEM59L	112.083	TMEM59L	9.7137
TMEM59	6684.1087	TMEM59	6654.908
TMEM5	360.3994	TMEM5	387.5256
TMEM60	291.0442	TMEM60	302.6585
TMEM61	21.6735	TMEM61	57.2597
TMEM62	452.357	TMEM62	399.2843
TMEM63A	1270.9962	TMEM63A	1348.6708
TMEM63B	1246.5361	TMEM63B	622.6994
TMEM63C	63.782	TMEM63C	58.2822
TMEM64	800.3715	TMEM64	794.9898
TMEM65	612.4313	TMEM65	568.5072
TMEM66	5145.5995	TMEM66	7363.4969
TMEM67	256.057	TMEM67	253.0675
TMEM68	362.8764	TMEM68	340.4908
TMEM69	445.5453	TMEM69	485.6851
TMEM70	420.7756	TMEM70	610.9407
TMEM71	34.6776	TMEM71	246.9325
removed	removed	TMEM74	7.6687
TMEM79	318.2909	TMEM79	179.9591
TMEM80	220.7601	TMEM80	369.6319
TMEM81	22.6024	TMEM81	27.6074
TMEM84	108.3675	TMEM84	43.9673
TMEM85	915.7953	TMEM85	1399.1973
TMEM86A	391.2037	TMEM86A	175.8078
TMEM86B	54.803	TMEM86B	43.9673
TMEM87A	2233.6094	TMEM87A	2876.2781
TMEM87B	1549.9652	TMEM87B	1055.2147
TMEM88	69.0456	TMEM88	148.2618
TMEM8A	1143.1225	TMEM8A	709.1002
TMEM8B	698.8157	TMEM8B	630.3681
removed	removed	TMEM90A	14.3149
TMEM90B	165.6475	TMEM90B	9.2025
TMEM91	94.4346	TMEM91	130.9765
TMEM92	17.0292	removed	removed
TMEM93	123.412	TMEM93	250.2556
TMEM97	244.5638	TMEM97	201.0429
TMEM98	1575.3541	TMEM98	1706.544
TMEM99	244.601	TMEM99	224.9489
TMEM9B	1200.0929	TMEM9B	1693.7628
TMEM9	1466.0577	TMEM9	1511.2474
TMF1	1764.2232	TMF1	1498.9775
TMIE	6.8117	TMIE	11.7587
TMLHE	199.7059	TMLHE	201.9427
TMOD1	173.3323	TMOD1	916.1759
TMOD2	578.6826	TMOD2	1024.0286
TMOD3	1725.2109	TMOD3	1317.4847
TMPO	1217.9271	TMPO	1359.7546
TMPPE	43.0374	TMPPE	34.2536
TMPRSS13	324.1737	TMPRSS13	376.2781
TMPRSS2	534.0971	TMPRSS2	642.638
TMPRSS3	2905.7977	TMPRSS3	487.2188
removed	removed	TMPRSS5	14.3149
TMPRSS6	68.1167	TMPRSS6	6.135
TMSB10	10030.8073	TMSB10	13728.0164
TMSB15A	6.5021	TMSB15A	21.9836
TMSB15B	68.1167	TMSB15B	51.1912
TMSL3	18067.9619	TMSL3	42973.4151
TMTC1	1917.7955	TMTC1	1846.6258
TMTC2	681.4769	TMTC2	271.9836
TMTC3	1261.0883	TMTC3	657.9755
TMTC4	360.3994	TMTC4	290.8998
TMUB1	302.5002	TMUB1	352.2495
TMUB2	613.6698	TMUB2	871.1656
TMX1	968.1864	TMX1	1049.0798
TMX2	1465.7481	TMX2	1547.0348
TMX3	1265.7326	TMX3	1237.2188
TMX4	2714.4516	TMX4	977.5051
TNC	11542.0698	TNC	3965.2352
TNFAIP1	2222.847	TNFAIP1	2586.319
TNFAIP2	1044.0437	TNFAIP2	3310.8384
TNFAIP3	657.636	TNFAIP3	1808.7935
TNFAIP6	723.5854	TNFAIP6	477.5051
TNFAIP8L1	94.1249	TNFAIP8L1	97.137
TNFAIP8L2	58.8281	TNFAIP8L2	105.8282
TNFAIP8L3	125.3967	TNFAIP8L3	116.5644
TNFAIP8	267.2033	TNFAIP8	469.3252
TNFRSF10A	114.2503	TNFRSF10A	91.002
TNFRSF10B	831.0241	TNFRSF10B	1097.6483
TNFRSF10C	60.9954	TNFRSF10C	105.8282
TNFRSF10D	121.9909	TNFRSF10D	407.9755
TNFRSF11A	102.7943	TNFRSF11A	224.9489
TNFRSF11B	66.8782	TNFRSF11B	304.1922
TNFRSF12A	860.4381	TNFRSF12A	898.773
TNFRSF13B	5.2636	removed	removed
TNFRSF14	579.7353	TNFRSF14	935.9305
TNFRSF17	32.8199	TNFRSF17	13.8037
TNFRSF18	16.4099	TNFRSF18	10.7362
TNFRSF19	874.6807	TNFRSF19	733.1288
TNFRSF1A	2688.753	TNFRSF1A	3336.4008
TNFRSF1B	1226.7203	TNFRSF1B	1887.0143
TNFRSF21	1433.2379	TNFRSF21	1542.4335
TNFRSF25	28.1756	TNFRSF25	78.7321
TNFRSF4	10.2175	TNFRSF4	18.4049
TNFRSF6B	72.1263	TNFRSF6B	67.1677
TNFRSF8	48.9202	TNFRSF8	57.771
TNFRSF9	24.1505	removed	removed
TNFSF10	2604.8456	TNFSF10	4004.09
TNFSF11	43.6566	TNFSF11	5.1125
TNFSF12-TNFSF13	67.5068	TNFSF12-TNFSF13	200.5215
TNFSF12	586.5377	TNFSF12	1252.5409
TNFSF13B	59.1377	TNFSF13B	112.4744
TNFSF13	532.1124	TNFSF13	747.8528
TNFSF15	10.8368	TNFSF15	12.7812
TNFSF18	6.5021	removed	removed
TNFSF4	157.2877	TNFSF4	78.2209
TNFSF8	44.5855	TNFSF8	61.8609
TNFSF9	17.6484	TNFSF9	78.7321
TNF	8.0502	TNF	101.227
TNIK	484.8672	TNIK	240.2863
TNIP1	1830.1726	TNIP1	3195.2965
TNIP2	488.8923	TNIP2	417.1779
TNK1	269.0611	TNK1	280.6748
TNK2	854.1342	TNK2	765.3067
TNKS1BP1	5152.7208	TNKS1BP1	3259.7137
TNKS2	2394.303	TNKS2	1927.4029
TNKS	1678.2104	TNKS	964.453
TNMD	13.3137	TNMD	141.1043
removed	removed	TNNC2	15.3374
TNNI1	44.5855	TNNI1	37.3211
TNNI2	7.7405	TNNI2	5.1125
TNNI3K	57.1964	TNNI3K	81.2883
TNNT1	79.5727	removed	removed
TNNT2	10.5271	removed	removed
TNNT3	31.5814	TNNT3	48.5685
TNN	475.5786	TNN	112.4744
TNPO1	3176.7165	TNPO1	1864.5194
TNPO2	1868.8753	TNPO2	1222.3926
TNPO3	1196.3774	TNPO3	730.5726
TNRC18	3309.2345	TNRC18	1704.499
TNRC6A	1532.6264	TNRC6A	993.865
TNRC6B	1058.2862	TNRC6B	881.9018
TNRC6C	1009.5952	TNRC6C	538.8139
TNS1	9786.8256	TNS1	14240.2863
TNS3	2976.0817	TNS3	2925.3579
TNS4	2385.6336	TNS4	2176.3804
TNXB	2919.0371	TNXB	11119.3814
TOB1	3404.9075	TOB1	1632.4131
TOB2	1745.6459	TOB2	1830.7771
TOE1	231.8848	TOE1	408.1646
TOLLIP	1089.8676	TOLLIP	1139.5706
TOM1L1	3866.9216	TOM1L1	651.0685
TOM1L2	1421.7819	TOM1L2	1719.8364
TOM1	983.3578	TOM1	1186.0941
TOMM20	4997.2908	TOMM20	6576.1759
TOMM22	790.7733	TOMM22	1106.8507
TOMM34	925.7682	TOMM34	741.82
TOMM40L	296.1499	TOMM40L	279.7137
TOMM40	630.699	TOMM40	532.2086
TOMM5	501.5744	TOMM5	804.683
TOMM6	1149.798	TOMM6	1679.4376
TOMM70A	2053.3354	TOMM70A	1872.6994
TOMM7	1369.4558	TOMM7	2762.7812
TOP1MT	330.3661	TOP1MT	375.7669
TOP1P1	94.1249	TOP1P1	54.1922
TOP1	2812.2889	TOP1	1701.4264
TOP2A	463.1937	TOP2A	323.6196
TOP2B	4887.3752	TOP2B	3832.3108
TOP3A	404.6753	TOP3A	345.6033
TOP3B	300.3328	TOP3B	267.3824
TOPBP1	1056.7381	TOPBP1	817.9959
TOPORS	717.7026	TOPORS	818.5072
TOR1AIP1	2466.1351	TOR1AIP1	2555.726
TOR1AIP2	603.7619	TOR1AIP2	358.8957
TOR1A	911.8353	TOR1A	953.9877
TOR1B	558.5572	TOR1B	495.91
TOR2A	217.6639	TOR2A	182.5153
TOR3A	888.6137	TOR3A	925.8691
TOX2	65.6398	TOX2	157.4642
TOX3	917.4085	TOX3	166.6667
TOX4	2068.674	TOX4	2020.9202
TOX	90.0999	TOX	108.3845
TP53AIP1	33.4391	TP53AIP1	48.5685
TP53BP1	1565.4462	TP53BP1	848.1595
TP53BP2	1077.4828	TP53BP2	1033.2311
TP53I11	2450.3445	TP53I11	2355.8282
TP53I13	323.2448	TP53I13	335.8896
TP53I3	313.0273	TP53I3	396.728
TP53INP1	1836.0554	TP53INP1	709.1002
TP53INP2	987.3829	TP53INP2	1199.3865
TP53RK	637.201	TP53RK	626.2781
TP53TG1	248.9357	TP53TG1	287.3211
TP53	1299.791	TP53	1868.0982
TP63	2005.1088	TP63	2097.137
TP73	62.2339	TP73	92.5358
TPBG	1473.179	TPBG	740.7975
TPCN1	1468.8443	TPCN1	1725.4601
TPCN2	252.7007	TPCN2	296.7485
TPD52L1	1316.8202	TPD52L1	1235.1738
TPD52L2	2286.2451	TPD52L2	2515.8487
TPD52	3588.3923	TPD52	1480.271
TPH1	19.1965	TPH1	5.1125
TPI1P2	14.8618	TPI1P2	11.7587
TPI1	3883.8919	TPI1	4101.7382
TPK1	83.9074	TPK1	111.9632
TPM1	5414.9857	TPM1	7937.4489
TPM2	2589.6741	TPM2	2801.1247
TPM3	7025.6212	TPM3	5646.728
TPM4	18288.722	TPM4	22087.9346
TPMT	687.3597	TPMT	612.4744
TPO	36.845	TPO	80.7771
TPP1	3268.674	TPP1	3287.3211
TPP2	1035.9935	TPP2	893.1493
TPPP3	491.0597	TPPP3	1978.5276
TPPP	314.8851	TPPP	851.227
TPRA1	501.8964	TPRA1	690.184
TPRG1L	1624.2743	TPRG1L	2081.7996
TPRG1	131.8988	TPRG1	151.3292
TPRKB	293.8308	TPRKB	403.8855
TPRN	365.9726	TPRN	168.7117
TPRXL	26.9371	TPRXL	10.2249
TPR	3939.8003	TPR	3044.8313
TPSAB1	395.6963	TPSAB1	938.6503
TPSB2	895.4253	TPSB2	1683.5378
TPSD1	56.6607	TPSD1	92.5358
TPSG1	8.3598	removed	removed
TPST1	605.6196	TPST1	661.0429
TPST2	418.9179	TPST2	790.8998
TPT1	37196.9967	TPT1	71352.7607
TPTE2P1	10.2175	TPTE2P1	10.2249
TPX2	183.6055	TPX2	133.9468
TRA2A	1214.3355	TRA2A	1618.6094
TRA2B	2412.5706	TRA2B	3134.4581
TRABD	374.0228	TRABD	437.6278
TRADD	270.2996	TRADD	246.4213
TRAF1	182.9863	TRAF1	242.8425
TRAF2	227.8814	TRAF2	144.1718
TRAF3IP1	545.8627	TRAF3IP1	568.5072
TRAF3IP2	794.1791	TRAF3IP2	1072.5971
TRAF3IP3	74.3092	TRAF3IP3	75.1534
TRAF3	195.3712	TRAF3	164.1104
TRAF4	2007.5857	TRAF4	1173.3129
TRAF5	611.8121	TRAF5	413.0879
TRAF6	235.622	TRAF6	232.6176
TRAF7	1717.0772	TRAF7	1681.1299
TRAFD1	1164.796	TRAFD1	904.908
TRAIP	40.5604	TRAIP	62.3722
TRAK1	1641.6131	TRAK1	1817.4847
TRAK2	1856.8001	TRAK2	1937.1166
TRAM1L1	83.2882	TRAM1L1	108.8957
TRAM1	5976.314	TRAM1	5443.2515
TRAM2	2586.2683	TRAM2	1483.6401
TRANK1	1012.4623	TRANK1	545.501
TRAP1	958.4736	TRAP1	1409.4427
TRAPPC10	1483.0869	TRAPPC10	1097.6483
TRAPPC1	749.284	TRAPPC1	1087.4233
TRAPPC2L	369.6881	TRAPPC2L	467.7914
TRAPPC2P1	137.7754	TRAPPC2P1	192.9703
TRAPPC2	398.7925	TRAPPC2	338.9571
TRAPPC3	936.605	TRAPPC3	1246.9325
TRAPPC4	571.5613	TRAPPC4	559.816
TRAPPC5	241.8144	TRAPPC5	331.7996
TRAPPC6A	281.1363	TRAPPC6A	301.636
TRAPPC6B	807.1832	TRAPPC6B	802.1472
TRAPPC9	517.9967	TRAPPC9	638.5481
TRAT1	14.8618	TRAT1	15.3374
TRDMT1	141.8066	TRDMT1	166.1554
TRDN	13.3137	TRDN	183.5378
TREM1	18.2677	TREM1	108.8957
TREM2	137.7816	TREM2	170.7566
TREML2	8.6694	TREML2	7.6687
TRERF1	393.5289	TRERF1	310.8384
TREX1	195.2597	TREX1	417.5971
TRHDE	5.6289	TRHDE	61.59
TRH	13.6233	removed	removed
TRIAP1	350.4915	TRIAP1	511.7587
TRIB1	2463.6582	TRIB1	5536.2986
TRIB2	1396.3929	TRIB2	1035.2761
TRIB3	2750.3677	TRIB3	225.9714
TRIL	944.3455	TRIL	541.411
TRIM11	402.8176	TRIM11	220.3476
TRIM13	766.6754	TRIM13	557.5102
TRIM14	717.0834	TRIM14	882.9243
TRIM16L	64.3239	TRIM16L	106.181
TRIM16	299.7724	TRIM16	524.9131
TRIM17	32.5103	TRIM17	38.8548
TRIM21	271.2284	TRIM21	440.184
TRIM22	1710.0395	TRIM22	2040.8998
TRIM23	523.8796	TRIM23	333.3333
TRIM24	834.7395	TRIM24	670.2454
TRIM25	978.6175	TRIM25	1532.2086
TRIM26	1685.2698	TRIM26	1359.407
TRIM27	1324.2511	TRIM27	1251.0225
TRIM28	3468.9991	TRIM28	4006.6462
TRIM29	2893.1032	TRIM29	5108.3845
TRIM2	2513.5072	TRIM2	2179.9591
TRIM32	937.5339	TRIM32	475.9714
TRIM33	1751.5288	TRIM33	1113.4969
TRIM34	261.3205	TRIM34	285.2761
TRIM35	425.7295	TRIM35	390.593
TRIM36	124.1582	TRIM36	38.8548
TRIM37	2418.5092	TRIM37	581.6769
TRIM38	699.4349	TRIM38	582.8221
TRIM39	430.5875	TRIM39	444.0644
TRIM3	456.6917	TRIM3	234.6626
TRIM41	584.909	TRIM41	443.3742
TRIM44	1714.3742	TRIM44	1108.8957
TRIM45	200.9443	TRIM45	110.4294
TRIM46	26.6274	TRIM46	28.6299
TRIM47	480.2229	TRIM47	979.5501
TRIM4	982.429	TRIM4	1027.6074
removed	removed	TRIM50	7.1575
TRIM52	165.0283	TRIM52	121.6769
TRIM56	448.0223	TRIM56	211.1452
TRIM58	29.7237	TRIM58	52.1472
TRIM59	154.241	TRIM59	66.9172
TRIM5	510.216	TRIM5	571.2474
TRIM62	268.4418	TRIM62	164.6217
TRIM63	5.8828	TRIM63	5.1125
TRIM65	440.5914	TRIM65	391.1043
TRIM66	270.2996	TRIM66	300.1022
TRIM68	242.124	TRIM68	302.1472
TRIM69	27.5563	TRIM69	22.6738
TRIM6	281.7556	TRIM6	234.6626
TRIM74	6.5021	removed	removed
TRIM78P	9.6385	removed	removed
TRIM7	14.5522	TRIM7	32.7198
TRIM8	1846.2729	TRIM8	2596.1145
TRIM9	146.1413	TRIM9	81.2883
TRIOBP	1831.7207	TRIOBP	2275.0511
TRIO	3053.7967	TRIO	2046.5235
TRIP10	683.9539	TRIP10	1355.8282
TRIP11	1465.4385	TRIP11	888.5481
TRIP12	4021.0543	TRIP12	2649.7955
TRIP13	91.648	TRIP13	92.0245
TRIP4	678.3807	TRIP4	627.3006
TRIP6	673.7364	TRIP6	1135.9918
TRIT1	326.0314	TRIT1	406.953
TRMT112	1186.7792	TRMT112	1525.0511
TRMT11	237.7893	TRMT11	273.5174
TRMT12	511.8043	TRMT12	358.8957
TRMT1	305.2868	TRMT1	408.4867
TRMT2A	330.6757	TRMT2A	371.6769
TRMT2B	455.1436	TRMT2B	339.4683
TRMT5	458.2398	TRMT5	485.1738
TRMT61A	276.492	TRMT61A	285.7873
TRMT61B	299.983	TRMT61B	335.5368
TRMT6	400.6502	TRMT6	457.5665
TRMU	177.7227	TRMU	126.2781
TRNAU1AP	200.3251	TRNAU1AP	341.002
TRNP1	190.1076	TRNP1	332.3108
TRNT1	354.5476	TRNT1	244.5859
TROAP	30.0333	TROAP	25.5624
TROVE2	1492.6109	TROVE2	1336.3855
TRO	573.1094	TRO	243.865
TRPC1	267.2033	TRPC1	260.7362
TRPC3	10.2175	TRPC3	6.135
TRPC4AP	1798.9008	TRPC4AP	2069.0184
TRPC4	8.0502	removed	removed
TRPC6	191.3461	TRPC6	117.0757
TRPM2	132.2084	TRPM2	110.4294
TRPM3	18.8869	removed	removed
TRPM4	997.6004	TRPM4	811.8609
TRPM6	93.1961	TRPM6	58.7935
TRPM7	1439.4303	TRPM7	1182.0041
TRPS1	8801.61	TRPS1	2918.7117
TRPT1	216.1158	TRPT1	267.8937
TRPV1	132.2084	TRPV1	149.2843
TRPV2	202.4925	TRPV2	265.3374
TRPV3	10.3259	TRPV3	5.6237
TRPV4	119.8235	TRPV4	345.092
TRPV6	151.7145	TRPV6	184.5603
TRRAP	2787.8443	TRRAP	1369.9642
TRUB1	591.377	TRUB1	479.0389
TRUB2	452.0474	TRUB2	419.7342
TSC1	1071.9096	TSC1	730.0613
TSC22D1	3902.7789	TSC22D1	8627.3006
TSC22D2	890.4714	TSC22D2	1147.7505
TSC22D3	3333.0753	TSC22D3	4156.4417
TSC22D4	998.8389	TSC22D4	1128.3231
TSC2	1629.5379	TSC2	1374.7444
TSEN15	507.7792	TSEN15	561.8609
TSEN2	122.3005	TSEN2	143.6605
TSEN34	613.9794	TSEN34	779.1411
TSEN54	217.6639	TSEN54	302.6585
TSFM	353.8974	TSFM	455.0102
TSG101	1640.3746	TSG101	1389.5706
TSGA10	55.4222	TSGA10	74.1309
TSGA14	223.8563	TSGA14	224.4376
TSHR	27.5563	TSHR	12.7812
TSHZ1	1244.3688	TSHZ1	1015.3374
TSHZ2	819.5681	TSHZ2	388.0368
TSHZ3	953.3246	TSHZ3	597.137
TSIX	13.5057	TSIX	348.0777
removed	removed	TSKS	9.7137
TSKU	2852.5428	TSKU	1751.0225
TSLP	29.1044	TSLP	100.2045
TSNARE1	205.8983	TSNARE1	235.1738
TSNAXIP1	17.958	TSNAXIP1	21.4724
TSNAX	1051.7687	TSNAX	1173.4151
TSN	1714.9934	TSN	2128.8344
TSPAN11	571.5613	TSPAN11	385.4806
TSPAN12	505.3023	TSPAN12	483.1288
TSPAN13	5532.0071	TSPAN13	1449.3865
TSPAN14	2257.4503	TSPAN14	3020.4499
TSPAN15	1022.9894	TSPAN15	1184.5603
TSPAN17	710.5813	TSPAN17	561.3497
TSPAN18	748.6648	TSPAN18	787.3211
TSPAN1	689.8367	TSPAN1	246.4213
TSPAN2	426.6584	TSPAN2	462.1677
TSPAN31	958.5881	TSPAN31	1257.6687
