gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
MMP15	638.5057	MMP15	671.8966
MMP16	190.9005	MMP16	202.5842
MMP17	108.9881	MMP17	89.9862
MMP19	265.6156	MMP19	482.695
removed	removed	MMP1	62.7596
MMP23B	56.8932	MMP23B	102.9072
MMP24	307.7714	MMP24	314.2593
MMP25	26.3011	MMP25	47.0143
removed	removed	MMP27	6.4605
MMP28	116.8709	MMP28	249.6539
MMP2	4599.4345	MMP2	7310.1061
MMP3	230.9999	MMP3	23.9963
MMP7	607.66	MMP7	1243.6548
MMP9	152.5148	MMP9	350.7153
removed	removed	MMRN1	3880.9414
MMRN2	1291.406	MMRN2	2317.4896
MMS19	651.8722	MMS19	1180.4338
MN1	137.7774	MN1	303.1841
MNAT1	546.3114	MNAT1	190.5861
MND1	42.8412	MND1	19.8431
MNDA	114.4718	MNDA	127.8265
MNS1	99.3917	MNS1	53.5302
MNT	489.7609	MNT	512.6904
MNX1	118.2418	MNX1	8.3064
MOAP1	1198.5263	MOAP1	765.5745
MOB2	317.7106	MOB2	450.3922
MOBKL1A	563.7906	MOBKL1A	1063.221
MOBKL1B	763.9448	MOBKL1B	890.1707
MOBKL2A	878.4166	MOBKL2A	1274.1117
MOBKL2B	256.3619	MOBKL2B	969.0817
MOBKL2C	238.54	MOBKL2C	576.3406
MOBKL3	1114.5575	MOBKL3	944.1624
MOCOS	42.8412	MOCOS	152.7457
MOCS1	560.2091	MOCS1	1042.1366
MOCS2	771.4849	MOCS2	592.0628
MOCS3	409.9049	MOCS3	251.9612
MOGAT2	76.4288	MOGAT2	19.3816
MOGS	1089.8809	MOGS	981.0798
MON1A	161.083	MON1A	179.0494
MON1B	907.2059	MON1B	797.8772
MON2	2416.9309	MON2	1616.0591
MORC2	1028.1895	MORC2	857.868
MORC3	1113.1865	MORC3	981.0798
MORC4	1306.1434	MORC4	623.904
MORF4L1	2668.8373	MORF4L1	3573.1426
MORF4L2	8339.6316	MORF4L2	3434.7024
removed	removed	MORF4	10.1523
MORN1	158.3412	MORN1	57.222
MORN2	175.1349	MORN2	149.054
MORN3	16.451	MORN3	6.4605
MORN4	100.4198	MORN4	195.2007
MOSC1	577.8425	MOSC1	1577.7573
MOSC2	376.6601	MOSC2	390.4015
MOSPD1	350.6126	MOSPD1	205.353
MOSPD2	323.1942	MOSPD2	293.9548
MOSPD3	291.6631	MOSPD3	242.7319
MOV10L1	5.8264	removed	removed
MOV10	847.5709	MOV10	678.8186
MOXD1	73.6869	MOXD1	172.1274
MPDU1	1186.5307	MPDU1	943.7148
MPDZ	1137.1776	MPDZ	1784.9562
MPEG1	647.4167	MPEG1	1544.5316
MPG	777.3113	MPG	562.5288
MPHOSPH10	736.8692	MPHOSPH10	471.6198
MPHOSPH6	1055.9506	MPHOSPH6	256.5759
MPHOSPH8	888.6985	MPHOSPH8	1007.8449
MPHOSPH9	298.5177	MPHOSPH9	127.365
MPI	358.4954	MPI	646.9774
MPL	10.2819	MPL	27.2266
MPND	329.7061	MPND	233.0411
removed	removed	MPO	8.7679
MPP1	233.399	MPP1	419.4739
MPP2	121.6691	MPP2	223.8117
MPP3	186.1023	MPP3	32.7642
MPP5	1487.7902	MPP5	1112.1366
MPP6	49.6958	MPP6	141.6705
MPP7	962.7281	MPP7	1113.521
MPPE1	694.0279	MPPE1	521.4582
removed	removed	MPPED1	6.922
MPPED2	70.9451	MPPED2	184.587
MPRIP	1558.7353	MPRIP	2884.6331
MPST	352.669	MPST	676.0498
MPV17L2	312.2269	MPV17L2	170.743
MPV17L	1909.348	MPV17L	137.9788
MPV17	516.1511	MPV17	655.7453
MPZL1	3551.7094	MPZL1	5201.1998
MPZL2	831.8053	MPZL2	871.712
MPZL3	51.4095	MPZL3	76.6036
MPZ	7.8828	MPZ	22.6119
MR1	653.9285	MR1	253.8071
MRAP2	45.5831	MRAP2	71.066
MRAP	16.5196	MRAP	403.1057
MRAS	539.7995	MRAS	2636.8251
MRC1	288.5785	MRC1	1078.9109
MRC2	1578.6137	MRC2	4112.5981
MRE11A	605.9464	MRE11A	659.437
MREG	621.6194	MREG	330.7983
MRFAP1L1	1527.2042	MRFAP1L1	1199.8154
MRFAP1	4634.7357	MRFAP1	5479.9262
MRGPRF	129.2092	MRGPRF	413.0134
removed	removed	MRGPRX2	15.6899
removed	removed	MRGPRX3	29.5339
MRI1	457.8871	MRI1	386.2483
MRM1	116.8709	MRM1	80.2953
MRO	27.7611	MRO	51.2229
MRP63	502.4248	MRP63	492.7596
MRPL10	558.3069	MRPL10	1047.0697
MRPL11	427.7268	MRPL11	544.5316
MRPL12	363.6364	MRPL12	493.7702
MRPL13	1099.8201	MRPL13	318.874
MRPL14	797.8751	MRPL14	372.4042
MRPL15	773.1985	MRPL15	540.3784
MRPL16	605.9464	MRPL16	542.2243
MRPL17	576.1289	MRPL17	537.6096
MRPL18	602.1763	MRPL18	472.0812
MRPL19	1315.7399	MRPL19	1335.9483
MRPL1	248.4791	MRPL1	243.1934
MRPL20	726.0937	MRPL20	821.3198
MRPL21	448.2906	MRPL21	323.4887
MRPL22	584.3544	MRPL22	231.1952
MRPL23	368.0919	MRPL23	373.3272
MRPL24	1160.1405	MRPL24	667.7434
MRPL27	500.3856	MRPL27	446.7005
MRPL28	939.0798	MRPL28	646.5159
MRPL2	493.1882	MRPL2	382.5565
MRPL30	875.6782	MRPL30	688.5095
MRPL32	786.565	MRPL32	537.6096
MRPL33	357.81	MRPL33	322.5658
MRPL34	534.3158	MRPL34	535.7637
MRPL35	760.1748	MRPL35	661.2829
MRPL36	299.8886	MRPL36	215.9668
MRPL37	943.5353	MRPL37	1114.4439
MRPL38	488.109	MRPL38	672.7134
MRPL39	357.1245	MRPL39	198.431
MRPL3	1674.2353	MRPL3	1163.3595
MRPL40	431.1541	MRPL40	432.8565
MRPL41	1151.915	MRPL41	307.3373
MRPL42P5	11.855	MRPL42P5	5.9391
MRPL42	1360.2947	MRPL42	510.8445
MRPL43	715.5102	MRPL43	881.4675
MRPL44	542.8841	MRPL44	507.1527
MRPL45	738.9255	MRPL45	916.9359
MRPL46	385.5711	MRPL46	309.6447
MRPL47	549.7387	MRPL47	291.186
MRPL48	242.31	MRPL48	284.264
MRPL49	1405.5351	MRPL49	1339.1786
MRPL4	691.2861	MRPL4	683.8948
MRPL50	495.2446	MRPL50	313.3364
MRPL51	1893.2397	MRPL51	860.6368
MRPL52	500.0428	MRPL52	258.4218
MRPL53	367.7491	MRPL53	396.6682
MRPL54	490.7891	MRPL54	414.8593
MRPL55	683.746	MRPL55	333.641
MRPL9	1547.9085	MRPL9	759.8892
MRPS10	1304.7725	MRPS10	854.1763
MRPS11	423.6141	MRPS11	427.3189
MRPS12	506.1092	MRPS12	310.5676
MRPS14	615.5428	MRPS14	351.1767
MRPS15	758.1184	MRPS15	686.2021
MRPS16	1226.9728	MRPS16	1290.263
MRPS17	300.9168	MRPS17	138.9017
MRPS18A	800.9596	MRPS18A	565.7591
MRPS18B	1516.5796	MRPS18B	1216.4282
MRPS18C	264.728	MRPS18C	247.1897
MRPS21	966.4982	MRPS21	706.0452
MRPS22	485.9909	MRPS22	411.629
MRPS23	440.7506	MRPS23	451.3152
MRPS24	814.3261	MRPS24	690.3553
MRPS25	773.7812	MRPS25	614.227
MRPS26	699.5116	MRPS26	497.4619
MRPS27	1242.053	MRPS27	1501.1537
MRPS28	216.0295	MRPS28	162.6904
MRPS2	774.1856	MRPS2	779.4047
MRPS30	657.0131	MRPS30	393.1703
MRPS31	300.2313	MRPS31	290.7245
MRPS33	521.6348	MRPS33	385.7868
MRPS34	1550.5098	MRPS34	549.1463
MRPS35	2284.9799	MRPS35	846.7928
MRPS36	403.393	MRPS36	249.6539
MRPS5	431.8396	MRPS5	544.5316
MRPS6	753.0734	MRPS6	453.0318
MRPS7	740.9202	MRPS7	781.9982
MRPS9	376.6601	MRPS9	425.9345
MRRF	601.8336	MRRF	328.5648
removed	removed	MRS2P2	5.0761
MRS2	852.3691	MRS2	611.4444
MRTO4	438.3515	MRTO4	449.9308
MRVI1	399.623	MRVI1	658.5141
MS4A14	14.0828	MS4A14	17.0835
removed	removed	MS4A15	83.0641
MS4A1	121.6691	MS4A1	87.2174
MS4A2	196.0415	MS4A2	189.6631
MS4A4A	161.083	MS4A4A	452.6996
MS4A6A	574.0725	MS4A6A	856.0222
MS4A7	781.0505	MS4A7	759.1048
MSC	92.1224	MSC	119.4139
MSH2	754.0057	MSH2	651.1306
MSH3	687.2522	MSH3	547.6327
MSH5	134.4701	MSH5	128.7679
MSH6	1115.2429	MSH6	1364.5593
MSI1	105.2181	MSI1	43.8394
MSI2	354.7254	MSI2	282.4181
MSL1	1692.0572	MSL1	1625.2884
MSL2	1139.5767	MSL2	1026.7651
MSL3L2	31.1884	MSL3L2	47.0697
MSL3	561.0488	MSL3	474.3886
MSLNL	6.8546	removed	removed
MSLN	9.5964	MSLN	1951.0844
MSMB	91.5089	MSMB	17.5358
MSMP	42.4985	MSMP	51.2229
MSN	4906.8632	MSN	9647.9003
MSR1	453.4316	MSR1	436.5482
MSRA	191.9287	MSRA	200.2769
MSRB2	416.7595	MSRB2	420.3969
MSRB3	913.375	MSRB3	2301.7997
MST1P2	26.3902	MST1P2	50.3
MST1P9	7.5401	MST1P9	70.1431
MST1R	200.497	MST1R	222.8888
MST1	42.4985	MST1	51.2229
MST4	761.5457	MST4	339.1786
removed	removed	MSTN	5.9991
MSTO1	641.3092	MSTO1	608.5002
MSTO2P	67.014	MSTO2P	51.9982
MSX1	43.184	MSX1	95.9852
MSX2P1	7.8828	MSX2P1	8.7679
MSX2	587.7817	MSX2	446.239
MT1A	9.9392	MT1A	81.6797
MT1E	242.6527	MT1E	832.0258
MT1F	89.7952	MT1F	87.2174
MT1G	21.2493	MT1G	73.8348
MT1L	23.6484	MT1L	51.2229
MT1M	33.5875	MT1M	171.6659
MT1X	566.8752	MT1X	2023.5348
MT2A	1056.6361	MT2A	3116.7513
MTA1	982.2637	MTA1	859.2524
MTA2	1465.1701	MTA2	1555.1454
MTA3	819.8098	MTA3	799.7231
MTAP	630.6229	MTAP	739.7323
MTBP	313.5978	MTBP	77.988
MTCH1	3233.9988	MTCH1	3838.4864
MTCH2	1058.3498	MTCH2	1169.82
MTCP1NB	232.3811	MTCP1NB	200.706
MTCP1	15.7553	MTCP1	17.1066
MTDH	3413.932	MTDH	3044.7623
MTERFD1	320.7951	MTERFD1	180.4338
MTERFD2	431.8396	MTERFD2	370.0969
MTERFD3	494.9019	MTERFD3	278.2649
MTERF	335.1898	MTERF	129.6724
MTF1	623.7683	MTF1	764.1901
MTF2	502.442	MTF2	436.0868
MTFMT	145.6602	MTFMT	197.9695
MTFR1	832.8335	MTFR1	427.3189
MTG1	338.6171	MTG1	334.1024
MTHFD1L	104.8753	MTHFD1L	162.898
MTHFD1	1630.8937	MTHFD1	1972.0166
MTHFD2L	176.1289	MTHFD2L	221.8643
MTHFD2	1169.3942	MTHFD2	791.8782
MTHFR	570.4944	MTHFR	741.8597
MTHFSD	330.0488	MTHFSD	275.4961
MTHFS	249.8501	MTHFS	256.5759
MTIF2	629.9375	MTIF2	568.0665
MTIF3	691.9716	MTIF3	473.0042
MTL5	132.6364	MTL5	122.7503
MTM1	568.2461	MTM1	340.1015
MTMR10	872.0418	MTMR10	1352.6581
MTMR11	165.1958	MTMR11	280.5722
MTMR12	2758.6325	MTMR12	1940.9322
MTMR14	683.4033	MTMR14	670.9737
MTMR15	531.7796	MTMR15	640.4199
MTMR1	1053.8943	MTMR1	872.1735
MTMR2	352.669	MTMR2	824.1809
MTMR3	1273.2414	MTMR3	1914.6285
MTMR4	716.3054	MTMR4	1039.6862
MTMR6	700.1971	MTMR6	1095.9852
MTMR7	30.8937	MTMR7	39.7785
MTMR8	11.3101	MTMR8	17.0743
MTMR9L	73.6869	MTMR9L	81.2183
MTMR9	543.8506	MTMR9	571.2921
MTO1	527.1185	MTO1	398.7079
MTOR	1648.1878	MTOR	1851.8689
MTP18	121.7274	MTP18	144.4855
MTPAP	428.755	MTPAP	408.3987
MTRF1L	154.5712	MTRF1L	207.1989
MTRF1	88.4243	MTRF1	77.988
MTRR	984.3201	MTRR	625.2884
MTR	1602.9475	MTR	1539.9169
MTSS1L	508.6111	MTSS1L	818.6433
MTSS1	3651.7831	MTSS1	1010.6045
MTUS1	4400.9939	MTUS1	2883.7102
removed	removed	MTUS2	23.0734
MTX1	825.6088	MTX1	508.5141
MTX2	479.8218	MTX2	345.1777
MTX3	836.2608	MTX3	721.7351
removed	removed	MUC13	37.8403
MUC15	26.3902	MUC15	316.1052
MUC16	593.9508	MUC16	433.7794
MUC1	47093.1368	MUC1	3738.3479
MUC20	67.175	MUC20	238.1172
removed	removed	MUC21	127.365
removed	removed	MUC4	405.1684
MUC5B	3724.1025	MUC5B	1216.4282
MUC6	7.1973	MUC6	523.7656
MUC7	23.6484	MUC7	6.4605
MUCL1	28414.7031	MUCL1	15385.7868
MUDENG	1080.2845	MUDENG	880.9414
MUL1	786.9077	MUL1	923.3964
MUM1L1	43.184	MUM1L1	40.1477
MUM1	871.9047	MUM1	825.5653
MUS81	321.8233	MUS81	395.4776
MUSTN1	47.4647	MUSTN1	30.9183
MUTED	349.5844	MUTED	374.7116
MUTYH	106.1092	MUTYH	154.0471
MUT	1677.6626	MUT	1097.8311
MVD	1135.8067	MVD	353.9455
MVK	1260.5604	MVK	274.1117
MVP	3856.3962	MVP	2770.1892
MX1	578.528	MX1	1011.0752
MX2	197.4124	MX2	448.5464
MXD1	411.2758	MXD1	464.2363
MXD3	156.2642	MXD3	58.7771
MXD4	981.2355	MXD4	2126.9036
MXI1	1010.0248	MXI1	1523.3041
MXRA5	4887.6703	MXRA5	5803.8763
MXRA7	1122.783	MXRA7	3769.2663
MXRA8	1785.9652	MXRA8	2998.6156
MYADM	2354.8968	MYADM	6880.9414
MYBBP1A	704.279	MYBBP1A	1056.0314
MYBL1	323.8797	MYBL1	71.066
MYBL2	571.3306	MYBL2	123.6733
MYBPC1	734.1273	MYBPC1	2949.2386
MYB	1026.8186	MYB	789.5708
MYCBP2	1857.253	MYCBP2	3421.3198
removed	removed	MYCBPAP	5.0761
MYCBP	1010.4841	MYCBP	599.4462
MYCL1	229.9717	MYCL1	137.0558
MYCN	42.4985	MYCN	26.7651
MYCT1	380.7729	MYCT1	660.3599
MYC	1001.4566	MYC	5307.7988
MYD88	1173.1643	MYD88	990.3092
MYEF2	144.1453	MYEF2	299.1417
MYEOV2	439.7224	MYEOV2	379.3263
MYEOV	45.9258	MYEOV	612.3673
MYH10	1425.0707	MYH10	3130.1338
MYH11	4749.1903	MYH11	13487.9788
MYH14	825.2935	MYH14	2353.9455
MYH1	7.5401	MYH1	33.2257
MYH2	5.4837	MYH2	6.4605
MYH3	12.3383	MYH3	26.3036
removed	removed	MYH7B	14.3055
MYH7	6.5119	removed	removed
MYH9	20468.5117	MYH9	32580.0646
MYL12A	4958.2726	MYL12A	5063.6825
MYL12B	5355.1538	MYL12B	4297.6465
removed	removed	MYL3	13.3826
MYL5	82.7281	MYL5	93.4702
MYL6B	227.5726	MYL6B	503.461
MYL6	12665.5814	MYL6	10803.8763
MYL9	3725.8161	MYL9	10380.7107
MYLIP	2774.0554	MYLIP	1656.2067
MYLK3	10.9674	MYLK3	9.6908
MYLK4	18.8501	MYLK4	53.0688
MYLK	3199.0266	MYLK	13478.5371
MYNN	562.4197	MYNN	442.5473
MYO10	1989.8895	MYO10	1219.6585
MYO15A	6.8546	MYO15A	18.9202
MYO15B	286.5221	MYO15B	615.5976
MYO16	14.3947	MYO16	60.4522
MYO18A	1433.2722	MYO18A	1994.7577
removed	removed	MYO18B	6.4605
MYO19	469.8689	MYO19	354.5455
MYO1B	2818.953	MYO1B	2305.03
MYO1C	4517.5221	MYO1C	8744.347
MYO1D	1707.8228	MYO1D	2229.3493
MYO1E	856.4819	MYO1E	999.5385
MYO1F	287.2076	MYO1F	318.874
MYO1G	113.7863	MYO1G	95.9852
removed	removed	MYO1H	6.922
removed	removed	MYO3B	5.9991
MYO5A	517.5221	MYO5A	899.8616
MYO5B	1862.0512	MYO5B	1242.2704
MYO5C	1755.3834	MYO5C	1211.1168
MYO6	4169.6513	MYO6	2632.6719
MYO7A	39.4139	MYO7A	252.4227
MYO7B	13.0237	MYO7B	6.4605
MYO9A	557.2787	MYO9A	1248.2695
MYO9B	1751.0068	MYO9B	1549.6078
MYOCD	29.132	MYOCD	40.6091
removed	removed	MYOC	160.5907
MYOF	1408.6197	MYOF	4102.4458
MYOM1	98.7062	MYOM1	664.0517
MYOM2	636.1066	MYOM2	41.0706
MYOM3	35.6439	MYOM3	75.2192
removed	removed	MYOT	5.9991
MYOZ1	9.5964	MYOZ1	14.767
MYOZ2	31.5311	MYOZ2	6.922
MYOZ3	19.8783	MYOZ3	23.0734
MYPN	9.2537	removed	removed
MYPOP	143.2611	MYPOP	108.4449
MYRIP	93.2225	MYRIP	125.9806
MYSM1	353.3545	MYSM1	313.3364
MYST1	821.5234	MYST1	579.6031
MYST2	1031.9596	MYST2	1299.4924
MYST3	2600.9768	MYST3	2904.9377
MYST4	1889.4696	MYST4	1386.7097
MZF1	244.3081	MZF1	193.461
N4BP1	1081.9981	N4BP1	1498.3849
N4BP2L1	285.8367	N4BP2L1	620.6737
N4BP2L2	1486.4193	N4BP2L2	1380.2492
N4BP2	242.31	N4BP2	349.3309
N4BP3	803.016	N4BP3	222.4273
N6AMT1	250.1928	N6AMT1	282.8796
N6AMT2	91.5089	N6AMT2	117.6742
NAA10	576.1289	NAA10	549.6078
NAA15	908.5768	NAA15	950.623
NAA16	334.1616	NAA16	257.0374
NAA20	1484.363	NAA20	751.7305
NAA25	637.1348	NAA25	619.2893
NAA30	920.5724	NAA30	791.8782
NAA35	462.3426	NAA35	360.4061
NAA38	451.0325	NAA38	274.1117
NAA40	346.8426	NAA40	392.2473
NAA50	3002.6562	NAA50	2669.5893
NAAA	1131.3512	NAAA	684.3563
NAALAD2	31.8739	NAALAD2	112.5981
NAALADL1	34.9584	NAALADL1	101.5228
NAALADL2	646.0458	NAALADL2	371.0198
NAB1	749.2074	NAB1	1619.7508
NAB2	364.3218	NAB2	664.9746
NACA2	18.8501	NACA2	69.6816
NACAD	54.494	NACAD	227.9649
NACAP1	93.2225	NACAP1	141.6705
NACA	11429.6975	NACA	12251.4998
NACC1	2206.4947	NACC1	1041.0706
NACC2	47.2967	NACC2	96.4467
NADK	823.2371	NADK	1174.4347
NADSYN1	614.5146	NADSYN1	679.7416
NAE1	594.2935	NAE1	698.6617
NAF1	167.9376	NAF1	198.8925
NAGA	823.9225	NAGA	935.3946
NAGK	1346.9283	NAGK	837.5635
NAGLU	795.1332	NAGLU	1006.4605
NAGPA	450.9913	NAGPA	225.7037
NAGS	33.9303	NAGS	38.3018
NAIF1	205.6379	NAIF1	140.7476
NAIP	180.9614	NAIP	59.9908
NALCN	22.6202	NALCN	129.2109
NAMPT	4031.1884	NAMPT	2298.108
NANOG	32.5593	removed	removed
NANOS1	217.2907	NANOS1	263.4979
NANP	169.3085	NANP	169.3586
NANS	2373.7469	NANS	607.7527
NAP1L1	4538.4286	NAP1L1	6306.8759
NAP1L2	55.5222	NAP1L2	178.5879
NAP1L3	53.8086	NAP1L3	120.9045
NAP1L4	2044.3835	NAP1L4	1868.0203
NAP1L5	131.2655	NAP1L5	201.1998
NAPA	4720.0651	NAPA	2533.5902
NAPB	265.2729	NAPB	212.275
NAPEPLD	634.4032	NAPEPLD	523.8533
NAPG	767.0294	NAPG	668.6664
NAPRT1	513.0666	NAPRT1	484.5408
NAPSA	6.1691	NAPSA	2732.8103
NAPSB	139.8338	NAPSB	187.8173
NARFL	1177.6197	NARFL	381.1721
NARF	331.4198	NARF	528.8417
NARG2	873.9611	NARG2	1227.9649
NARS2	324.9079	NARS2	316.5667
NARS	2873.7897	NARS	2600.8306
NASP	1385.314	NASP	1122.2889
NAT10	1331.8482	NAT10	1270.4199
NAT14	155.5993	NAT14	119.5201
NAT15	1374.0039	NAT15	910.4753
NAT1	1575.1864	NAT1	156.8989
NAT2	50.724	removed	removed
NAT6	139.8406	NAT6	154.4116
NAT8L	46.954	NAT8L	548.6848
NAT9	306.7432	NAT9	327.1804
NAV1	2136.2351	NAV1	1250.1154
NAV2	1480.6101	NAV2	2924.1071
NAV3	241.6245	NAV3	277.8034
NBAS	1258.8467	NBAS	1818.1818
NBEAL1	309.485	NBEAL1	551.9151
NBEAL2	1737.983	NBEAL2	1182.2796
NBEA	363.6364	NBEA	535.7637
NBL1	1523.7769	NBL1	3305.4915
NBLA00301	17.822	NBLA00301	45.6853
NBN	2138.6342	NBN	1566.682
NBPF10	1274.7802	NBPF10	1396.9912
NBPF14	510.0026	NBPF14	852.8103
NBPF15	226.3148	NBPF15	215.5284
NBPF16	17.1365	NBPF16	193.8163
NBPF1	771.1421	NBPF1	833.4102
NBPF3	149.4302	NBPF3	176.742
NBPF4	40.4421	NBPF4	9.2293
NBPF6	19.8783	removed	removed
NBPF9	265.4237	NBPF9	284.4532
NBR1	3916.7166	NBR1	4793.724
NBR2	61.6914	NBR2	91.832
NCALD	292.6913	NCALD	1634.9792
NCAM1	41.1276	NCAM1	209.5062
NCAM2	369.4628	NCAM2	88.6018
NCAPD2	1567.6463	NCAPD2	1412.0904
NCAPD3	743.0383	NCAPD3	643.7471
NCAPG2	740.2965	NCAPG2	279.6493
NCAPG	184.2481	NCAPG	77.8957
NCAPH2	556.2505	NCAPH2	620.2123
NCAPH	134.6928	NCAPH	54.9146
NCBP1	1261.6777	NCBP1	916.299
NCBP2	1600.8911	NCBP2	1388.5556
NCCRP1	60.3205	NCCRP1	15.2284
NCDN	702.5962	NCDN	686.2021
NCEH1	983.9774	NCEH1	500.2307
NCF1B	21.2493	NCF1B	29.5339
NCF1C	15.4228	NCF1C	33.2257
NCF1	62.7196	NCF1	44.7623
NCF2	118.9273	NCF2	241.3475
NCF4	81.9124	NCF4	126.9036
NCK1	491.4746	NCK1	722.1966
NCK2	653.9285	NCK2	1091.3706
NCKAP1L	365.0073	NCKAP1L	673.7425
NCKAP1	3350.5269	NCKAP1	4435.6253
NCKAP5L	253.6201	NCKAP5L	628.9802
NCKAP5	564.8188	NCKAP5	194.2778
NCKIPSD	583.6689	NCKIPSD	646.0545
NCLN	1084.74	NCLN	905.3992
NCL	7190.4721	NCL	8479.9262
NCOA1	1360.6375	NCOA1	2500.6922
NCOA2	1268.1004	NCOA2	1559.76
NCOA3	1896.667	NCOA3	1736.9635
NCOA4	3755.6336	NCOA4	6820.4892
NCOA5	1446.3199	NCOA5	1062.7596
NCOA6	1845.9429	NCOA6	1520.5353
NCOA7	769.4285	NCOA7	1635.9022
NCOR1	2374.0896	NCOR1	3580.5261
NCOR2	3135.2926	NCOR2	4532.9949
removed	removed	NCR3	7.3835
NCRNA00081	113.6081	NCRNA00081	167.7065
NCRNA00085	37.3576	NCRNA00085	44.7254
NCRNA00086	46.2685	NCRNA00086	292.5704
NCRNA00087	39.0712	NCRNA00087	113.521
removed	removed	NCRNA00092	37.3789
NCRNA00093	31.891	NCRNA00093	13.281
NCRNA00094	531.0496	NCRNA00094	631.1583
NCRNA00095	49.6958	NCRNA00095	30.4569
NCRNA00105	22.6647	NCRNA00105	24.9192
NCRNA00107	13.0237	NCRNA00107	9.2293
removed	removed	NCRNA00110	9.2293
NCRNA00115	29.8175	NCRNA00115	20.766
NCRNA00116	127.1528	NCRNA00116	107.5219
NCRNA00120	23.9911	NCRNA00120	57.6834
NCRNA00152	98.0207	NCRNA00152	57.222
removed	removed	NCRNA00162	5.5376
NCRNA00169	14.3947	NCRNA00169	7.8449
NCRNA00171	49.6033	NCRNA00171	38.1449
NCRNA00173	8.911	NCRNA00173	22.1504
NCRNA00174	124.0682	NCRNA00174	119.9815
NCRNA00176	23.3056	NCRNA00176	7.3835
NCRNA00181	116.3225	NCRNA00181	106.156
NCRNA00182	58.6068	NCRNA00182	70.6045
NCRNA00183	326.9643	NCRNA00183	222.4273
NCRNA00188	2263.0452	NCRNA00188	8612.8288
NCRNA00201	1379.114	NCRNA00201	692.6257
removed	removed	NCRNA00202	5.0761
NCRNA00219	269.0429	NCRNA00219	498.3849
NCS1	121.3264	NCS1	311.4905
NCSTN	6101.191	NCSTN	3116.2898
NDC80	130.5801	NDC80	28.1495
NDE1	1023.4084	NDE1	437.725
NDEL1	805.0724	NDEL1	970.0046
NDFIP1	4123.7255	NDFIP1	3454.5455
NDFIP2	834.5472	NDFIP2	794.1855
NDNL2	257.0474	NDNL2	408.3987
NDN	309.485	NDN	1000
NDOR1	919.2014	NDOR1	362.252
NDP	12.681	NDP	24.4578
NDRG1	2552.9946	NDRG1	6620.2123
NDRG2	1922.029	NDRG2	7145.8237
NDRG3	973.6955	NDRG3	1022.1504
NDRG4	62.3768	NDRG4	149.054
NDST1	6570.1311	NDST1	5638.2095
NDST2	570.3025	NDST2	758.191
NDST3	6.5119	removed	removed
NDUFA10	1476.8229	NDUFA10	1357.1758
NDUFA11	1023.3913	NDUFA11	1131.5182
NDUFA12	787.9359	NDUFA12	466.5436
NDUFA13	1959.0643	NDUFA13	1473.1011
NDUFA1	1648.8733	NDUFA1	734.1947
NDUFA2	1163.2251	NDUFA2	559.76
NDUFA3	600.4627	NDUFA3	443.4702
NDUFA4L2	193.2996	NDUFA4L2	245.5007
NDUFA4	2581.4412	NDUFA4	1857.868
NDUFA5	2426.5273	NDUFA5	954.3147
NDUFA6	761.8884	NDUFA6	603.138
NDUFA7	962.0427	NDUFA7	335.9483
NDUFA8	885.9566	NDUFA8	556.5298
NDUFA9	2003.5987	NDUFA9	919.2432
NDUFAB1	1273.2414	NDUFAB1	598.5233
NDUFAF1	369.12	NDUFAF1	245.0392
NDUFAF2	151.1439	NDUFAF2	93.6779
NDUFAF3	788.2786	NDUFAF3	724.5039
NDUFAF4	133.3219	NDUFAF4	188.2787
NDUFB10	1156.3705	NDUFB10	931.2413
NDUFB11	1338.7028	NDUFB11	1015.2284
NDUFB1	833.1762	NDUFB1	263.4979
NDUFB2	1048.743	NDUFB2	817.2497
NDUFB3	531.9167	NDUFB3	336.8713
NDUFB4	1852.1121	NDUFB4	1022.1504
NDUFB5	1256.1049	NDUFB5	1044.3009
NDUFB6	846.5427	NDUFB6	442.0858
NDUFB7	863.3365	NDUFB7	791.4167
NDUFB8	852.8044	NDUFB8	928.7171
NDUFB9	1589.9272	NDUFB9	1586.9958
NDUFC1	614.1719	NDUFC1	503.461
NDUFC2	1739.0112	NDUFC2	1513.6133
NDUFS1	1470.6538	NDUFS1	1412.0904
NDUFS2	3011.9099	NDUFS2	1549.1463
NDUFS3	670.8662	NDUFS3	871.0752
NDUFS4	551.1096	NDUFS4	505.3069
NDUFS5	1479.9075	NDUFS5	1282.8796
NDUFS6	723.16	NDUFS6	496.0775
NDUFS7	987.9085	NDUFS7	534.7024
NDUFS8	527.1185	NDUFS8	778.0341
NDUFV1	1363.722	NDUFV1	1854.6377
NDUFV2	1691.029	NDUFV2	1029.5339
NDUFV3	478.7936	NDUFV3	519.6124
NEAT1	8098.7062	NEAT1	5540.3784
NEBL	3211.7214	NEBL	2525.15
NEB	11.3101	NEB	27.2266
NECAB1	61.6914	NECAB1	129.2109
NECAB2	8.2255	NECAB2	11.9982
NECAB3	566.8752	NECAB3	342.4089
NECAP1	923.9997	NECAP1	743.4241
NECAP2	1016.5367	NECAP2	1346.5621
NEDD1	806.7861	NEDD1	532.9949
NEDD4L	1923.0572	NEDD4L	3047.0697
NEDD4	706.7089	NEDD4	657.1297
NEDD8	1492.9312	NEDD8	1231.6567
