gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
CFL1	19347.1376	CFL1	9109.9947
CFL2	335.3634	CFL2	1483.871
CFLAR	539.9919	CFLAR	2460.0476
CFP	6.0901	CFP	39.6616
removed	removed	CFTR	6.8747
CG030	42.2249	CG030	30.1428
CGA	680.877	removed	removed
removed	removed	CGB7	6.0497
CGB	5.2781	removed	removed
CGGBP1	2596.8331	CGGBP1	2328.3977
CGNL1	994.3159	CGNL1	1410.8937
CGN	2905.3999	CGN	713.3792
CGREF1	308.7089	CGREF1	179.8361
CGRRF1	167.2757	CGRRF1	237.9693
CH25H	17.8644	CH25H	96.2454
CHAC1	82.4198	CHAC1	37.5463
CHAC2	10.9622	CHAC2	35.431
CHADL	119.391	CHADL	140.201
CHAD	2738.8835	CHAD	278.1597
CHAF1A	327.6492	CHAF1A	259.1222
CHAF1B	184.3281	CHAF1B	166.0497
CHCHD10	249.2895	CHCHD10	636.7002
CHCHD1	525.3756	CHCHD1	335.8012
CHCHD2	3339.4235	CHCHD2	2508.1967
CHCHD3	812.0179	CHCHD3	859.3337
CHCHD4	246.8534	CHCHD4	285.5632
CHCHD5	454.73	CHCHD5	184.5584
CHCHD6	146.9752	CHCHD6	92.5436
CHCHD7	353.6338	CHCHD7	310.9466
CHCHD8	462.8502	CHCHD8	411.4225
CHD1L	714.9817	CHD1L	745.1084
CHD1	1285.4243	CHD1	1437.8636
CHD2	1953.715	CHD2	2783.1835
CHD3	3234.2672	CHD3	3300.3702
CHD4	7379.1758	CHD4	4752.1999
CHD5	7.7142	removed	removed
CHD6	2324.8071	CHD6	2079.3231
CHD7	1115.3065	CHD7	572.7129
CHD8	2347.5436	CHD8	1846.1132
CHD9	1004.0601	CHD9	1832.8926
CHDH	678.8469	CHDH	442.623
CHEK1	85.6679	CHEK1	80.3808
CHEK2	164.0276	CHEK2	101.5336
CHERP	1635.2132	CHERP	1107.7895
CHFR	553.3902	CHFR	306.1872
CHGA	147.3812	removed	removed
CHGB	6.9022	removed	removed
CHI3L1	668.2907	CHI3L1	1586.991
CHI3L2	68.6155	CHI3L2	441.5653
CHIC1	205.0345	CHIC1	306.1872
CHIC2	193.2603	CHIC2	225.2776
CHID1	1540.3979	CHID1	1347.4352
CHIT1	82.8258	CHIT1	1411.4225
CHKA	1411.287	CHKA	748.2813
CHKB-CPT1B	434.3484	CHKB-CPT1B	254.8228
CHKB	388.7495	CHKB	250.1005
CHL1	117.7426	CHL1	1492.3321
CHML	599.2692	CHML	349.0217
CHMP1A	3185.5461	CHMP1A	1441.5653
CHMP1B	1509.5412	CHMP1B	1714.9656
CHMP2A	2217.6208	CHMP2A	1426.2295
CHMP2B	1207.0646	CHMP2B	1052.3533
CHMP4A	1299.2002	CHMP4A	866.9276
CHMP4B	3891.5956	CHMP4B	2246.9593
CHMP4C	505.8871	CHMP4C	289.2649
CHMP5	2097.4584	CHMP5	1131.1423
CHMP6	712.1397	CHMP6	448.44
CHMP7	834.7544	CHMP7	1132.2052
CHM	567.6005	CHM	700.6875
CHN1	494.1129	CHN1	168.165
CHN2	41.8189	CHN2	83.5537
removed	removed	CHODL	30.6716
CHORDC1	367.0321	CHORDC1	348.4929
CHPF2	1512.3833	CHPF2	986.2507
CHPF	4536.3378	CHPF	1181.3855
CHPT1	356.8819	CHPT1	1780.0106
CHP	2799.0256	CHP	3552.0888
CHRAC1	419.8132	CHRAC1	478.5828
CHRDL1	9.7442	CHRDL1	14166.5785
removed	removed	CHRDL2	47.5939
CHRD	716.1998	CHRD	267.0545
CHRFAM7A	19.0824	CHRFAM7A	43.8921
removed	removed	CHRM1	99.9471
CHRM3	10.9622	CHRM3	15.8646
removed	removed	CHRM4	5.817
CHRNA10	6.0901	CHRNA10	5.817
CHRNA1	17.4584	CHRNA1	6.3458
removed	removed	CHRNA2	7.4035
CHRNA3	12.1803	CHRNA3	5.2882
CHRNA5	47.9091	CHRNA5	21.1528
CHRNA9	14.2103	removed	removed
CHRNB1	207.0524	CHRNB1	122.1576
CHRNB2	104.3443	CHRNB2	59.2279
CHRNB4	28.0146	removed	removed
CHRNE	12.9476	CHRNE	21.761
CHST10	437.2716	CHST10	202.5383
CHST11	212.3427	CHST11	75.6214
CHST12	271.62	CHST12	289.7938
CHST13	8.5262	CHST13	10.0476
CHST14	699.9594	CHST14	454.7858
CHST15	2341.8595	CHST15	599.1539
CHST1	1234.6732	CHST1	39.6616
CHST2	81.6078	CHST2	316.7636
CHST3	694.2753	CHST3	2109.4659
CHST5	7.7263	CHST5	5.3146
CHST6	57.6533	CHST6	7.4035
CHST7	68.6155	CHST7	150.1851
CHST8	892.8136	CHST8	22.2105
CHST9	6.9022	CHST9	249.0746
CHSY1	1550.1421	CHSY1	2514.0137
CHSY3	218.4328	CHSY3	78.7943
CHTF18	200.1624	CHTF18	117.927
CHTF8	3327.2432	CHTF8	2138.551
CHUK	693.4633	CHUK	614.4897
CHURC1	1852.2777	CHURC1	2035.431
CIAO1	1948.0309	CIAO1	1733.4744
CIAPIN1	637.84	CIAPIN1	632.4696
CIB1	2034.1048	CIB1	952.935
CIB2	51.5631	CIB2	113.6965
CIC	1801.0556	CIC	1748.2813
removed	removed	CIDEA	1920.6769
CIDEB	434.1007	CIDEB	352.0095
CIDECP	126.9915	CIDECP	109.4659
removed	removed	CIDEC	10790.587
CIITA	99.4722	CIITA	284.5056
CILP2	1385.3025	CILP2	57.6415
CILP	1099.4722	CILP	3113.1676
CINP	463.6622	CINP	383.9238
CIR1	1045.067	CIR1	722.3691
CIRBP	3674.3808	CIRBP	5078.7943
CIRH1A	1135.201	CIRH1A	959.2808
CISD1	342.6715	CISD1	213.6436
CISD2	637.434	CISD2	312.0042
CISD3	1217.1011	CISD3	555.4786
CISH	1413.3171	CISH	531.9937
CITED1	18.2704	CITED1	123.2152
CITED2	898.4978	CITED2	4168.6938
CITED4	1356.0698	CITED4	695.9281
CIT	354.4458	CIT	133.2628
CIZ1	1972.3914	CIZ1	1967.2131
CKAP2L	98.6602	CKAP2L	21.6816
CKAP2	307.7548	CKAP2	293.4955
CKAP4	2436.8656	CKAP4	1415.1243
CKAP5	2110.8404	CKAP5	2094.6589
CKB	539.9919	CKB	1726.5997
CKLF	351.1977	CKLF	214.7012
CKMT1A	58.4653	CKMT1A	26.9699
CKMT1B	568.0065	CKMT1B	302.4855
CKMT2	25.1726	CKMT2	218.9318
CKS1B	436.4596	CKS1B	479.1116
CKS2	368.6561	CKS2	103.6489
CLASP1	1473.4064	CLASP1	1979.376
CLASP2	1259.4397	CLASP2	1243.2575
CLCA2	6.9022	CLCA2	396.6155
removed	removed	CLCA4	33.8445
CLCC1	719.9026	CLCC1	907.3982
CLCF1	373.1222	CLCF1	105.7641
CLCN2	113.6825	CLCN2	36.4886
CLCN3	1749.0865	CLCN3	1641.9884
CLCN4	24.3605	CLCN4	350.6081
CLCN5	126.6748	CLCN5	178.7414
CLCN6	341.0475	CLCN6	664.1988
CLCN7	3876.5733	CLCN7	1470.1216
CLCNKA	53.5932	CLCNKA	39.1327
CLCNKB	6.9022	CLCNKB	5.817
CLDN11	128.7048	CLDN11	556.3194
CLDN12	750.3045	CLDN12	864.0931
CLDN14	12.1803	removed	removed
CLDN15	95.0061	CLDN15	173.982
CLDN19	25.1726	CLDN19	151.7715
CLDN1	476.2485	CLDN1	897.4088
CLDN23	216.4028	CLDN23	146.4833
removed	removed	CLDN2	24.1618
CLDN3	2041.8189	CLDN3	920.1481
CLDN4	3403.5729	CLDN4	4997.8847
CLDN5	153.8774	CLDN5	2275.5156
CLDN7	1310.1908	CLDN7	851.4014
CLDN8	51.1571	CLDN8	884.7171
CLDN9	21.1125	removed	removed
CLDND1	1151.8473	CLDND1	1196.7213
removed	removed	CLDND2	5.2882
removed	removed	CLEC10A	103.12
CLEC11A	412.9111	CLEC11A	104.7065
removed	removed	CLEC12A	10.0476
CLEC14A	430.3695	CLEC14A	982.5489
CLEC16A	780.7552	CLEC16A	753.0407
CLEC18A	68.5221	removed	removed
CLEC18B	17.0524	removed	removed
CLEC18C	42.3183	removed	removed
CLEC1A	41.4129	CLEC1A	254.8916
CLEC2B	192.4482	CLEC2B	249.6034
CLEC2D	477.8725	CLEC2D	253.3051
removed	removed	CLEC2L	5.817
CLEC3B	123.4267	CLEC3B	3136.9646
CLEC4A	21.9245	CLEC4A	39.6616
removed	removed	CLEC4E	47.065
CLEC4F	30.8567	CLEC4F	28.0275
removed	removed	CLEC4GP1	13.7493
removed	removed	CLEC4G	19.5664
CLEC5A	130.7349	CLEC5A	5.817
CLEC7A	76.7357	CLEC7A	96.2454
removed	removed	CLEC9A	7.9323
CLECL1	9.3382	CLECL1	12.1629
CLGN	363.378	CLGN	27.4987
CLIC1	5523.7515	CLIC1	3955.0502
CLIC2	114.0885	CLIC2	516.129
CLIC3	47.503	CLIC3	15.3358
CLIC4	6278.5221	CLIC4	7805.9228
CLIC5	90.54	CLIC5	819.6721
CLIC6	14185.1401	CLIC6	480.698
CLINT1	1859.1149	CLINT1	1863.5643
CLIP1	1905.3999	CLIP1	2751.9831
CLIP2	694.6813	CLIP2	511.8985
CLIP3	603.7353	CLIP3	895.8223
CLIP4	127.8928	CLIP4	1236.3829
CLK1	2084.4499	CLK1	1498.1491
CLK2P	20.7065	CLK2P	7.4035
CLK2	1070.2395	CLK2	510.312
CLK3	856.2728	CLK3	790.0582
CLK4	455.136	CLK4	408.2496
CLMN	409.663	CLMN	2686.4093
CLN3	1515.6313	CLN3	751.4543
CLN5	673.5688	CLN5	722.8979
CLN6	777.9131	CLN6	584.3469
CLN8	359.7239	CLN8	754.0984
CLNS1A	739.3423	CLNS1A	1073.5061
CLOCK	280.5522	CLOCK	512.4273
CLP1	118.1486	CLP1	235.3252
CLPB	134.795	CLPB	307.7737
CLPP	721.8839	CLPP	559.4923
CLPTM1L	2239.9513	CLPTM1L	1979.376
CLPTM1	3366.2201	CLPTM1	2526.1766
CLPX	647.5842	CLPX	771.0206
CLRN3	5.6841	removed	removed
CLSPN	99.8782	CLSPN	25.3834
CLSTN1	6119.7726	CLSTN1	4397.6732
CLSTN2	1407.227	CLSTN2	2169.2226
CLSTN3	2244.0114	CLSTN3	1111.0524
CLTA	2663.4186	CLTA	1685.3517
CLTB	726.35	CLTB	1061.872
CLTCL1	77.5477	CLTCL1	140.6663
CLTC	20607.7954	CLTC	9626.1237
CLUAP1	554.3849	CLUAP1	529.3496
CLUL1	25.9846	CLUL1	21.1528
CLU	2079.9838	CLU	21595.4521
CLVS1	5.136	CLVS1	23.0936
CLYBL	21.9245	CLYBL	111.0524
removed	removed	CMA1	62.4008
CMAH	136.825	CMAH	280.275
CMAS	608.6074	CMAS	546.2718
CMBL	1608.2014	CMBL	958.2232
CMC1	117.7426	CMC1	91.486
CMIP	1327.2432	CMIP	1230.037
CMKLR1	339.4235	CMKLR1	466.9487
CMPK1	3044.255	CMPK1	4101.0048
CMPK2	321.5591	CMPK2	131.1475
CMTM1	192.0422	CMTM1	75.0925
CMTM3	1868.4531	CMTM3	913.2734
CMTM4	715.7937	CMTM4	1307.2448
removed	removed	CMTM5	7.4035
CMTM6	4408.445	CMTM6	2037.5463
CMTM7	145.3512	CMTM7	839.7673
CMTM8	95.8181	CMTM8	117.3982
CMYA5	274.056	CMYA5	772.0783
CN5H6.4	12.1803	removed	removed
CNBP	5558.2623	CNBP	6640.9307
CNDP2	3409.257	CNDP2	2852.9878
CNFN	44.661	CNFN	28.5563
removed	removed	CNGA1	30.6716
CNGA3	5.6841	removed	removed
CNGA4	11.7743	removed	removed
CNIH2	66.9915	CNIH2	7.4035
CNIH3	195.2903	CNIH3	20.624
CNIH4	752.7406	CNIH4	643.5748
CNIH	968.7373	CNIH	1058.1703
CNKSR1	827.4462	CNKSR1	235.3252
removed	removed	CNKSR2	32.7869
CNKSR3	56.0292	CNKSR3	277.1021
CNN1	1218.4328	CNN1	3660.4971
CNN2	4360.9419	CNN2	3551.56
CNN3	3492.4888	CNN3	5188.2602
removed	removed	CNNM1	38.0751
CNNM2	388.9566	CNNM2	141.1951
CNNM3	1187.5761	CNNM3	681.1211
CNNM4	1115.7125	CNNM4	634.5849
CNOT10	591.149	CNOT10	438.9212
CNOT1	2526.6464	CNOT1	4397.652
CNOT2	1467.7223	CNOT2	1114.7541
CNOT3	1354.8518	CNOT3	748.8102
CNOT4	419.4072	CNOT4	544.1565
CNOT6L	1114.0885	CNOT6L	1388.1544
CNOT6	1369.0621	CNOT6	738.7626
CNOT7	1043.0369	CNOT7	1419.8837
CNOT8	1854.6488	CNOT8	1418.826
CNO	346.7316	CNO	193.0196
CNPY2	1066.1795	CNPY2	882.6018
CNPY3	1812.8299	CNPY3	818.6145
CNPY4	455.542	CNPY4	319.8784
CNP	4713.9586	CNP	1867.6626
removed	removed	CNR1	152.8292
CNRIP1	138.043	CNRIP1	379.1645
CNST	1183.922	CNST	822.8451
CNTD1	79.3301	CNTD1	44.3416
CNTD2	247.6654	CNTD2	10.0476
CNTFR	304.9127	CNTFR	1105.2353
removed	removed	CNTF	15.0185
CNTLN	191.2302	CNTLN	223.1623
CNTN1	64.5554	CNTN1	265.9968
removed	removed	CNTN2	19.0375
CNTN3	15.8343	CNTN3	171.8667
CNTN4	272.838	CNTN4	322.5806
removed	removed	CNTN6	8.99
CNTNAP1	426.7154	CNTNAP1	151.7715
CNTNAP2	242.7933	CNTNAP2	11.1052
CNTNAP3	6.4961	CNTNAP3	259.651
CNTROB	555.4202	CNTROB	573.2417
COASY	3207.8766	COASY	1149.6563
COBLL1	381.2424	COBLL1	2772.0783
COBL	753.1466	COBL	1092.5436
COBRA1	1716.1998	COBRA1	1172.3956
COCH	876.1023	COCH	21.7081
COG1	1954.9614	COG1	794.8281
COG2	1140.0731	COG2	544.1565
COG3	605.7653	COG3	674.2464
COG4	2086.4799	COG4	1162.8768
COG5	891.2911	COG5	948.9053
COG6	717.8238	COG6	615.5473
COG7	1193.6663	COG7	562.1364
COG8	720.2558	COG8	368.0592
COIL	887.1295	COIL	339.5029
COL10A1	8464.0682	COL10A1	7.9323
COL11A1	8905.8059	COL11A1	15.8646
COL11A2	8.9322	COL11A2	17.9799
COL12A1	17527.8116	COL12A1	4271.8139
COL13A1	87.2919	COL13A1	12.6917
COL14A1	1818.108	COL14A1	4880.4865
COL15A1	3433.2115	COL15A1	7387.6256
COL16A1	3003.6541	COL16A1	1928.0804
COL17A1	2224.1169	COL17A1	6896.88
COL18A1	10839.6265	COL18A1	4977.2607
COL1A1	214292.3264	COL1A1	19273.4003
COL1A2	175228.583	COL1A2	29383.9238
COL21A1	19.4884	COL21A1	43.8921
COL22A1	273.244	COL22A1	10.0476
COL23A1	6.4961	COL23A1	33.8445
COL24A1	49.9391	COL24A1	15.8646
COL25A1	7.3082	COL25A1	82.496
COL27A1	677.2229	COL27A1	623.4796
COL28A1	5.6841	COL28A1	26.441
COL2A1	42.6309	COL2A1	83.0249
COL3A1	135533.9017	COL3A1	26861.449
COL4A1	25427.1214	COL4A1	22418.2972
COL4A2	24875.7613	COL4A2	22826.018
COL4A3BP	814.0479	COL4A3BP	2101.0048
removed	removed	COL4A3	19.0375
COL4A4	24.7665	COL4A4	103.6489
removed	removed	COL4A5	622.9508
COL4A6	62.5254	COL4A6	300.899
COL5A1	19063.7434	COL5A1	2508.7255
COL5A2	19906.2119	COL5A2	4187.7314
COL5A3	1730.8161	COL5A3	1819.6721
COL6A1	22276.0861	COL6A1	15557.377
COL6A2	29298.8226	COL6A2	18652.036
COL6A3	41617.1336	COL6A3	17002.6441
COL6A4P2	8.9322	removed	removed
removed	removed	COL6A6	582.2316
COL7A1	1367.0321	COL7A1	409.8361
COL8A1	1826.2282	COL8A1	1041.248
COL8A2	3182.298	COL8A2	861.9778
COL9A2	1015.4283	COL9A2	214.7012
COL9A3	95.4121	COL9A3	16.9223
removed	removed	COLEC11	64.5161
COLEC12	424.2793	COLEC12	808.0381
COLQ	34.1048	COLQ	32.7869
COMMD10	378.4003	COMMD10	362.771
COMMD1	158.3435	COMMD1	250.1322
COMMD2	855.4608	COMMD2	728.1861
COMMD3	614.8356	COMMD3	478.2337
COMMD4	1114.0885	COMMD4	429.4024
COMMD5	620.134	COMMD5	343.1888
COMMD6	1112.0585	COMMD6	1201.4807
COMMD7	1004.8721	COMMD7	882.073
COMMD8	170.5238	COMMD8	179.2702
COMMD9	892.8136	COMMD9	618.7203
COMP	9222.0869	COMP	8.4611
COMTD1	51.5631	COMTD1	51.8244
COMT	1969.9553	COMT	1620.8355
COPA	10445.3999	COPA	5764.0085
COPB1	3608.6074	COPB1	2811.9038
COPB2	4334.9574	COPB2	3153.8868
COPE	2563.3577	COPE	1402.4326
COPG2	694.6813	COPG2	413.5378
COPG	7892.0016	COPG	3607.0862
COPS2	1792.9354	COPS2	1934.9551
COPS3	512.3833	COPS3	844.5267
COPS4	710.9216	COPS4	772.0783
COPS5	907.836	COPS5	922.7922
COPS6	1736.5002	COPS6	1380.2221
COPS7A	2499.391	COPS7A	1418.2972
COPS7B	935.4446	COPS7B	547.3295
COPS8	1446.1754	COPS8	884.6906
COPZ1	4217.2148	COPZ1	2459.5452
COPZ2	354.4458	COPZ2	716.0233
COQ10A	132.7649	COQ10A	140.1375
COQ10B	732.4401	COQ10B	657.3242
COQ2	176.6139	COQ2	163.9344
COQ3	105.5623	COQ3	128.5034
COQ4	1017.0524	COQ4	539.926
COQ5	724.3199	COQ5	519.302
COQ6	383.7962	COQ6	353.7864
COQ7	507.9172	COQ7	450.0264
COQ9	543.646	COQ9	796.9328
CORIN	538.7739	CORIN	17.4511
CORO1A	570.0365	CORO1A	428.8736
CORO1B	8224.1169	CORO1B	1455.3146
CORO1C	2059.2773	CORO1C	3832.8926
CORO2A	940.3167	CORO2A	327.34
CORO2B	83.6378	CORO2B	436.8059
CORO6	461.6322	CORO6	55.5262
CORO7	996.1673	CORO7	449.3072
removed	removed	CORT	8.9212
COTL1	1494.5189	COTL1	1631.9408
COX10	215.5907	COX10	325.2247
COX11	636.8616	COX11	599.5664
COX15	913.0329	COX15	1112.5172
COX16	830.2883	COX16	506.0814
COX17	559.4803	COX17	347.964
COX18	347.9497	COX18	402.9614
COX19	231.7702	COX19	196.0762
COX4I1	3869.2651	COX4I1	3927.0227
COX4I2	9.7442	COX4I2	99.4183
COX4NB	531.8717	COX4NB	354.3099
COX5A	1064.9614	COX5A	1127.4458
COX5B	1074.7056	COX5B	1425.7007
COX6A1	2391.3926	COX6A1	1342.6758
COX6B1	2492.0828	COX6B1	1988.8948
removed	removed	COX6B2	5.2882
COX6C	14570.8486	COX6C	1510.312
COX7A1	127.0808	COX7A1	829.7197
COX7A2L	1706.8616	COX7A2L	1349.0217
COX7A2	1511.9773	COX7A2	1020.624
COX7B	886.7235	COX7B	1149.1274
COX7C	2434.0235	COX7C	2433.633
COX8A	1658.5465	COX8A	1414.5955
CP110	403.5729	CP110	619.7779
removed	removed	CPA1	53.4109
removed	removed	CPA2	8.4611
CPA3	43.0369	CPA3	272.8715
CPA4	17.4584	CPA4	24.3258
CPAMD8	145.7572	CPAMD8	1196.1925
CPB1	760.0487	CPB1	21.6816
CPD	6539.1799	CPD	3652.5648
CPEB1	19.4884	CPEB1	38.0751
CPEB2	714.5757	CPEB2	726.5997
CPEB3	136.013	CPEB3	249.0746
CPEB4	1592.367	CPEB4	1354.3099
CPE	5173.3658	CPE	3635.6425
CPLX1	258.2217	CPLX1	70.3332
CPM	382.4604	CPM	6008.99
CPN2	12.1803	removed	removed
CPNE1	1844.8477	CPNE1	1608.7203
CPNE2	536.3378	CPNE2	1315.706
CPNE3	2614.2915	CPNE3	3125.3305
CPNE4	9.7442	removed	removed
CPNE5	41.8189	CPNE5	23.2681
CPNE7	9.7442	CPNE7	22.7393
CPNE8	142.1031	CPNE8	306.1872
CPOX	271.62	CPOX	270.2274
CPPED1	585.4649	CPPED1	686.4093
CPS1	42.2249	CPS1	315.706
CPSF1	1546.894	CPSF1	1202.0095
CPSF2	1613.8855	CPSF2	1126.3882
CPSF3L	1946.0008	CPSF3L	1115.8117
CPSF3	807.5518	CPSF3	652.036
CPSF4	390.9866	CPSF4	405.0767
CPSF6	1899.3098	CPSF6	1351.137
CPSF7	1191.2302	CPSF7	2034.9022
CPT1A	4052.3752	CPT1A	1560.55
CPT1B	454.9127	CPT1B	171.4966
CPT1C	154.2834	CPT1C	40.1904
CPT2	479.0905	CPT2	758.3289
CPVL	136.825	CPVL	519.302
CPXM1	187.5761	CPXM1	783.1835
CPXM2	1404.3849	CPXM2	1686.4093
CPZ	421.0313	CPZ	268.6409
CP	15.0589	CP	1338.0962
CR1	7.7142	CR1	66.6314
removed	removed	CR2	8.4611
removed	removed	CRABP1	238.4981
CRABP2	15246.4474	CRABP2	1061.872
CRADD	111.2464	CRADD	147.0122
CRAMP1L	706.0577	CRAMP1L	1010.074
CRAT	624.0357	CRAT	1533.0513
CRB1	13.3983	CRB1	5.817
CRB2	12.5863	CRB2	46.0074
CRB3	209.9066	CRB3	84.6113
CRBN	709.2935	CRBN	826.7953
CRCP	822.1681	CRCP	629.2967
CREB1	1087.2919	CREB1	1194.606
CREB3L1	812.8299	CREB3L1	309.8889
CREB3L2	2588.3069	CREB3L2	3879.9577
CREB3L4	2663.8246	CREB3L4	520.3596
CREB3	1262.0016	CREB3	874.9075
CREB5	56.8413	CREB5	755.6848
CREBBP	2575.7207	CREBBP	3167.1074
CREBL2	1485.5867	CREBL2	2574.8281
CREBZF	779.5371	CREBZF	993.1253
CREG1	1857.4909	CREG1	3529.8784
CRELD1	1001.218	CRELD1	1081.9672
CRELD2	1022.7365	CRELD2	354.3099
CREM	239.9513	CREM	342.6758
removed	removed	CRHBP	252.7763
removed	removed	CRHR1	60.386
removed	removed	CRHR2	5.2882
CRIM1	3854.6488	CRIM1	9091.486
CRIP1	1876.5733	CRIP1	800.1058
CRIP2	2332.9273	CRIP2	2395.5579
CRIP3	33.6987	removed	removed
CRIPAK	178.6439	CRIPAK	188.2602
CRIPT	275.2741	CRIPT	333.1571
CRISPLD1	137.231	CRISPLD1	1114.2253
CRISPLD2	2376.3703	CRISPLD2	3214.7012
CRKL	2201.3804	CRKL	1823.3739
CRK	681.689	CRK	1763.0883
CRLF1	123.8327	CRLF1	64.5161
CRLF3	421.8433	CRLF3	290.3226
CRLS1	678.0349	CRLS1	893.707
CRMP1	137.2351	CRMP1	121.2903
CRNKL1	1084.0438	CRNKL1	767.8477
CROCCL1	240.1868	CROCCL1	215.3728
CROCCL2	55.2172	CROCCL2	44.4209
CROCC	714.5757	CROCC	469.5928
CROT	323.9951	CROT	287.6785
CRTAC1	12.1803	CRTAC1	147.541
CRTAM	7.7142	CRTAM	5.2882
CRTAP	2773.853	CRTAP	8682.1787
CRTC1	360.1299	CRTC1	433.1042
CRTC2	1576.5327	CRTC2	835.0079
CRTC3	1207.4706	CRTC3	1725.542
CRY1	347.9497	CRY1	650.9783
CRY2	623.6297	CRY2	2748.2813
CRYAB	732.4401	CRYAB	14843.4691
CRYBB1	8.5262	CRYBB1	9.5188
CRYBG3	176.4028	CRYBG3	1099.8414
CRYGS	15.0223	CRYGS	14.2782
CRYL1	177.0199	CRYL1	492.8609
CRYZL1	270.8526	CRYZL1	337.1444
CRYZ	1556.8737	CRYZ	572.3585
CSAD	287.4543	CSAD	639.8731
CSDAP1	32.4807	CSDAP1	65.5738
CSDA	1787.2513	CSDA	3527.7631
CSDC2	147.3812	CSDC2	25.3834
CSDE1	11885.0995	CSDE1	22797.4617
CSE1L	1870.4832	CSE1L	1710.7351
CSF1R	1039.3829	CSF1R	2071.9196
CSF1	665.8546	CSF1	1543.0989
CSF2RA	54.4052	CSF2RA	219.9894
CSF2RB	101.5022	CSF2RB	306.1872
CSF3R	130.7349	CSF3R	111.5812
removed	removed	CSF3	171.3379
CSGALNACT1	237.1092	CSGALNACT1	540.4548
CSGALNACT2	967.9253	CSGALNACT2	615.0185
CSK	1017.0524	CSK	705.9757
CSMD1	6.9022	CSMD1	74.0349
CSMD2	69.4275	CSMD2	5.817
removed	removed	CSN1S1	7.4035
CSNK1A1	5516.0374	CSNK1A1	6332.6282
CSNK1D	5314.2509	CSNK1D	3311.4754
CSNK1E	3694.7341	CSNK1E	2223.247
CSNK1G1	1062.5254	CSNK1G1	577.4722
CSNK1G2	1326.4312	CSNK1G2	968.2708
CSNK1G3	957.7751	CSNK1G3	717.0809
CSNK2A1P	430.7755	CSNK2A1P	443.6806
CSNK2A1	1391.3926	CSNK2A1	1095.1877
CSNK2A2	309.3788	CSNK2A2	622.9508
CSNK2B	2624.5148	CSNK2B	1607.8847
CSPG4	1801.0556	CSPG4	2336.8588
CSPG5	26.3906	CSPG5	21.1528
CSPP1	313.7434	CSPP1	275.5156
CSRNP1	572.0666	CSRNP1	5647.2766
CSRNP2	1257.0037	CSRNP2	776.8377
removed	removed	CSRNP3	34.9022
CSRP1	8093.3821	CSRP1	15088.8419
CSRP2BP	728.786	CSRP2BP	604.4421
CSRP2	191.2302	CSRP2	379.1645
CST1	762.0788	removed	removed
CST2	86.8859	removed	removed
CST3	4771.823	CST3	5263.3527
CST4	15.0223	removed	removed
CST5	20.7065	removed	removed
CST6	350.3857	CST6	11.1052
CST7	68.6155	CST7	37.0175
CST9	24.7665	removed	removed
CSTA	29.2326	CSTA	287.1497
CSTB	2239.5453	CSTB	2265.9968
CSTF1	496.9549	CSTF1	452.6705
CSTF2T	1295.5745	CSTF2T	1151.2427
CSTF2	302.4767	CSTF2	222.6335
CSTF3	630.5319	CSTF3	441.3961
CS	2911.4901	CS	6655.2089
CT62	125.4568	CT62	17.9799
CTAGE1	5.2781	removed	removed
CTAGE4	83.6378	CTAGE4	56.5838
CTAGE5	1111.352	CTAGE5	618.5299
CTAGE6	12.5863	removed	removed
CTAGE9	246.0414	CTAGE9	165.5209
CTBP1	2728.4693	CTBP1	2090.201
CTBP2	2485.5867	CTBP2	1521.4172
CTBS	535.9237	CTBS	391.8403
CTCFL	9.5006	CTCFL	7.6044
CTCF	2092.976	CTCF	1167.1074
CTDP1	852.2127	CTDP1	515.0714
CTDSP1	2936.6626	CTDSP1	3274.9868
CTDSP2	4217.2148	CTDSP2	7476.4675
CTDSPL2	620.7877	CTDSPL2	673.7176
CTDSPL	896.0617	CTDSPL	1615.0185
CTF1	168.0877	CTF1	225.2776
CTGF	22814.8599	CTGF	15171.8667
CTHRC1	3103.9383	CTHRC1	325.2247
CTH	84.4499	CTH	77.2078
removed	removed	CTLA4	31.2004
CTNNA1	13847.3406	CTNNA1	9687.9958
CTNNAL1	184.7341	CTNNAL1	948.1756
CTNNB1	9519.6671	CTNNB1	11270.0635
CTNNBIP1	1181.892	CTNNBIP1	1134.3205
CTNNBL1	801.0556	CTNNBL1	788.4717
CTNND1	5471.7824	CTNND1	8416.2295
CTNND2	428.3394	CTNND2	101.0048
CTNS	311.6768	CTNS	376.5468
CTPS2	558.6683	CTPS2	479.1116
CTPS	561.5104	CTPS	330.513
CTR9	1870.8892	CTR9	1374.4051
CTSA	3636.5814	CTSA	2561.2956
CTSB	33899.7158	CTSB	17939.1856
CTSC	694.2753	CTSC	1521.4172
CTSD	19876.9793	CTSD	11687.4669
CTSF	2264.3118	CTSF	2298.7837
removed	removed	CTSG	147.541
CTSH	2622.8177	CTSH	1571.1264
CTSK	7104.3443	CTSK	3520.3596
CTSL1	1644.3362	CTSL1	1654.6801
CTSL2	86.4799	CTSL2	120.5711
CTSO	1394.6407	CTSO	1245.9016
CTSS	632.1559	CTSS	1708.091
CTSW	30.8567	CTSW	52.8821
CTSZ	3930.9785	CTSZ	4008.4611
