1	10394	1
1	30539	1
1	34076	1
1	12045	1
1	39313	1
1	37339	1
1	28235	1
1	54585	1
11	12003	1
12	14735	1
13	37318	1
13	27815	1
13	45645	1
13	52256	1
13	15385	1
13	55915	1
13	55389	1
19	49659	1
19	44136	1
22	23500	1
23	19921	1
23	50558	1
23	35507	1
23	19016	1
23	22228	1
23	45352	1
23	44195	1
23	54108	1
23	24955	1
23	42538	1
24	29361	1
24	38002	1
24	15351	1
24	18964	1
24	52070	1
24	21039	1
24	42929	1
24	36250	1
24	13576	1
24	6527	1
24	26259	1
24	41801	1
24	24833	1
24	19042	1
24	49678	1
24	15121	1
24	47180	1
24	52603	1
24	51786	1
24	48464	1
24	40476	1
24	13740	1
24	8082	1
24	43033	1
24	44905	1
24	21233	1
24	32826	1
24	33432	1
24	6545	1
24	31379	1
24	49837	1
24	30606	1
24	15896	1
24	7335	1
24	21897	1
24	17457	1
24	12477	1
24	11248	1
24	20870	1
24	45686	1
24	38171	1
24	34191	1
24	15924	1
24	11233	1
24	55398	1
24	13032	1
24	17195	1
24	27509	1
24	37941	1
24	55416	1
24	26790	1
24	8450	1
24	39042	1
24	25901	1
24	50501	1
24	47852	1
24	43094	1
24	7316	1
24	29353	1
24	27481	1
24	42586	1
24	27668	1
24	54411	1
24	4380	1
24	35219	1
24	33300	1
24	8298	1
24	39858	1
24	34269	1
24	47608	1
24	51412	1
24	4594	1
24	25494	1
24	8439	1
24	45966	1
24	49317	1
24	26224	1
24	37376	1
24	9955	1
24	9932	1
24	36546	1
24	25233	1
24	50440	1
24	51176	1
24	28107	1
24	19531	1
24	55919	1
24	50276	1
24	7179	1
24	33971	1
24	40899	1
24	36698	1
24	48537	1
24	51351	1
24	40042	1
24	23016	1
24	41311	1
24	19948	1
24	53460	1
24	37017	1
24	21847	1
24	17852	1
24	18731	1
24	49441	1
24	17292	1
24	7471	1
24	20389	1
24	27483	1
24	8363	1
24	24132	1
24	37131	1
24	36959	1
24	57214	1
24	24393	1
24	7750	1
24	18933	1
24	50028	1
24	28966	1
24	22415	1
24	30957	1
24	7306	1
24	35234	1
24	15982	1
24	52402	1
24	53746	1
24	56078	1
24	30019	1
24	45019	1
24	17228	1
24	14763	1
24	53251	1
24	26754	1
24	17963	1
24	17408	1
24	34423	1
24	43164	1
24	13101	1
24	42688	1
24	12118	1
24	13983	1
24	37963	1
24	15318	1
24	36068	1
24	42283	1
24	9927	1
24	28387	1
24	5772	1
24	32931	1
24	54510	1
24	31767	1
24	47107	1
24	17485	1
24	33418	1
24	54831	1
24	6019	1
24	42767	1
24	28241	1
24	56538	1
24	6377	1
24	26700	1
24	7966	1
24	15613	1
24	35451	1
24	27891	1
24	27755	1
24	51115	1
24	35303	1
24	41895	1
24	5697	1
24	22963	1
24	55403	1
24	55946	1
24	47618	1
24	37116	1
24	51255	1
24	25380	1
24	5928	1
24	41274	1
24	10282	1
24	53633	1
24	26779	1
24	44072	1
24	46840	1
24	49751	1
24	17943	1
24	45140	1
24	46209	1
24	36528	1
24	19321	1
24	28067	1
24	11288	1
24	23166	1
24	54444	1
24	36473	1
24	51196	1
24	6343	1
24	12441	1
24	18704	1
24	8039	1
24	24648	1
24	50249	1
24	22439	1
24	54263	1
24	35345	1
24	25054	1
24	43351	1
24	14657	1
24	47396	1
24	8414	1
24	17743	1
24	40345	1
24	53921	1
24	33538	1
24	30442	1
24	33728	1
24	47518	1
24	11283	1
24	4583	1
24	28666	1
24	45950	1
24	50119	1
24	55803	1
24	21476	1
24	32105	1
24	33507	1
24	27262	1
24	29068	1
24	33875	1
24	9874	1
26	8263	1
27	23039	1
27	25331	1
29	8134	1
29	31053	1
29	51199	1
29	25419	1
29	17808	1
29	36850	1
29	24361	1
29	40214	1
29	14781	1
29	7979	1
29	51245	1
29	44642	1
29	24576	1
29	19705	1
29	32000	1
29	13068	1
29	34184	1
29	23557	1
29	43840	1
29	5039	1
29	40423	1
29	51778	1
29	28957	1
29	41503	1
29	52807	1
29	41697	1
29	32689	1
29	30159	1
29	21967	1
29	26591	1
29	55062	1
29	13649	1
29	22959	1
29	37203	1
29	29009	1
29	44088	1
29	44187	1
